"","date_2018","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"1","2018-05-29","上報","TOPIC_PUBLISHER","TW","2018-05-29 18:00:01 CST","29","轉個彎再繼續😏～日本大創因偽造文件日期，2年內禁止進口商品，全台60個門市恐斷貨。28日大創發表聲明，強調門市會繼續營業，將改透過台灣境內廠商進口日本製造的商品。 ▶大創遭重罰4164萬 http://bit.ly/2smt3BX:=:https://www.upmedia.mg/news_info.php?SerialNo=41432?=fb+ ▶大創強調「絕非核災食品」 http://bit.ly/2GWxjgN:=:https://www.upmedia.mg/news_info.php?SerialNo=39722?=fb+ #大創 #進出口 #偽造文件","https://bit.ly/2H0esS9"
"2","2018-05-29","PTT Gossiping 批踢踢八卦板","NGO","TW","2018-05-29 13:00:01 CST","550","[ＦＢ] 立法委員 黃國昌 曾碧珠所說的會協助的長官是誰？ https://disp.cc/b/163-aDJh 『謊，說完了沒有？ 黃偉哲說大創弊案是「單純選民服務」，試圖撇清關係，根本是滿口謊話。 請教資深立委：到底是怎麼服務的，讓經濟部國貿局放行694張不實輸入許可證？ 曾碧珠在2015年大創遭查獲進口核食，開始面臨行政機關的查處後，就私下向廠商炫耀實力：「這種事情處理多了」、「他們會向我報告」、「長官會協助」! 事後，大創不僅全身而退，還繼續進口商品，印證果然很有辦法。 所以，曾碧珠事後才會囂張地說：「大創那些貨櫃，沒有我的話，能解決嗎？是我出面講的才有！」（參我4月11日經濟委員會的質詢內容） 只要檢調認真查查曾碧珠在2015年至2016年的金流，絕對會有精彩的發現。 也請好好說明「協助的長官是誰？」，不要再說謊、故意跟大創裝不熟！ 註：附圖的「說完了沒有」，就是曾碧珠』","https://goo.gl/WgW9uS"
"3","2018-05-29","李眉蓁","POLITICIAN","TW","2018-05-29 18:46:35 CST","186","愛台不斷電，青年護台灣。行腳全台灣，傳達青年人對於台灣的熱愛，我們需要一個安全、穩定的環境、有新鮮空氣（反空污）、健康安全的食物（反核食），台灣加油！！！ #用愛發電 #李眉蓁最認真 #我不要髒空氣 #我不要被核污染的食物 #我愛我們生長的土地 #KMT行腳全台灣","https://www.facebook.com/kandesnwin2010/photos/a.710230009040770/1849143325149427/?type=3"
"4","2018-05-29","傅建雄","PERSON","","2018-05-29 22:45:22 CST","15","青年接力護台 屏東加油💪 5月26日從台北出發的「愛台不斷電 青年護台灣」全台接力路跑，今天下午跑到屏東市～由屏東縣長參選人蘇清泉帶領大家跑至慈鳳宮～ 我也身披國旗與蘇縣長候選人一同接力路跑，全力支持「反空污 反核食」的訴求。也請好朋友們年底縣長選戰，全力支持蘇清泉！讓屏東有翻轉改變的機會！ #健康好生活 #屏東縣長參選人蘇清泉 #KMT少年藍 #東區市民代表參選人傅建雄","https://www.facebook.com/336647560108518/photos/a.339908979782376/447191415720798/?type=3"
"5","2018-05-30","高思博 A Po","PERSON","TW","2018-05-30 13:35:04 CST","164","#反對核食禍害子孫 「愛台不斷電 青年護台灣」 上午A PO與青年朋友領跑，一同反深澳、反空污及反核食，呼籲大家為自己及下一代的健康站出來，不要讓空污及核災食品禍害子孫。 民進黨政府連保障人民生命財產安全、讓人民可以安心生活，最基本的責任都做不到，呼籲全國人民，年底用選票來教訓不用心的執政者！ A PO主張，台南市應該積極研擬空氣污染總量管制，以有效降低 PM2.5！ #反核食 #反空污 #台南空污要總量管制 https://www.ettoday.net/news/20180530/1180270.htm","https://www.ettoday.net/news/20180530/1180270.htm"
"6","2018-05-30","新聞思想啟","TV_SHOW","TW","2018-05-30 18:00:01 CST","26","【希望不滅】核食陰霾轉型求生　名廚一天只接一桌客人 #新聞深呼吸 #陳雅琳 #壹電視 #希望不滅 ------------------------------------------------------ 每週六晚間八點 <新聞深呼吸> 訂閱Youtube頻道，清新空氣新體驗！！ https://ez2o.com/6Rg4:=:https://www.ez2o.com/Home/Http404?aspxerrorpath=/","https://www.facebook.com/Newsbreath/videos/847868635424026/"
"7","2018-05-30","蘇清泉","POLITICIAN","TW","2018-05-30 00:58:22 CST","735","清泉親自參與全國青工總會發起「愛台不斷電，青年護台灣」全台接力路跑活動，本次活動主要表達「反空汙、反核食」兩大訴求，堅決反對燃煤電廠興建，還給我們乾淨的環境，反對核災區食品進口，確保民眾食的安全！！ 🌟相關報導： http://www.cna.com.tw/news/aloc/201805290269-1.aspx http://news.ltn.com.tw/news/Pingtung/breakingnews/2441321 https://udn.com/news/story/7327/3169180 www.bcc.com.tw/newsView.3110756 www.apn.com.tw www.5550555.com/23631264812603232862.html","https://www.facebook.com/ptdrsu/photos/a.811882062305681/965411700286049/?type=3"
"8","2018-05-30","謝龍介","POLITICIAN","TW","2018-05-30 13:36:45 CST","1,587","愛台不斷電、青年護台灣！ 請為我們的選手打氣加油！ 這場全台接力路跑活動，從國民黨中央黨部出發，以8天7夜、210棒次接力路跑的方式，順時鐘方向串連環台，主軸為宣傳反深澳電廠、反空污、反核食，並推動公投案。 如果您在路上看到來自全國各地的青工選手，請別忘記給予掌聲與鼓勵，為他們加油，謝謝！ #愛台不斷電 #青年護台灣 #國民黨青年接力跑全國","https://www.facebook.com/TEL062268268/videos/1674923215889116/"
"9","2018-05-30","吳育仁-勞心勞力","POLITICIAN","TW","2018-05-30 15:58:28 CST","476","#吳育仁參加接棒路跑 #愛台不斷電青年護台灣 #嘉義朴子140棒 #朴子配天宮 #支持反核食 #支持反空汙","https://www.facebook.com/Labour.tw/videos/1661372390621104/"
"10","2018-05-30","中國國民黨台南市黨部","POLITICAL_PARTY","TW","2018-05-30 13:38:28 CST","133","愛台不斷電、青年護台灣！ 請為我們的選手打氣加油！ 這場全台接力路跑活動，從國民黨中央黨部出發，以8天7夜、210棒次接力路跑的方式，順時鐘方向串連環台，主軸為宣傳反深澳電廠、反空污、反核食，並推動公投案。 如果您在路上看到來自全國各地的青工選手，請別忘記給予掌聲與鼓勵，為他們加油，謝謝！ #愛台不斷電 #青年護台灣 #國民黨青年接力跑全國","https://www.facebook.com/TEL062268268/videos/1674923215889116/"
"11","2018-05-30","方一峰前進的力量","POLITICIAN","TW","2018-05-30 15:10:36 CST","119","愛台不斷電、青年護台灣！ 全台接力路跑活動，從國民黨中央黨部出發，以8天7夜、210棒次接力路跑的方式，順時鐘方向串連環台，主軸為宣傳反深澳電廠、反空污、反核食，並推動公投案。 西港132棒由清泰、基財及麗琴和二位優秀隊員接力跑 天氣非常炎熱，如果您在路上看到來自全國各地的青工選手，請別忘記給予掌聲與鼓勵，為他們加油，謝謝！ #愛台不斷電 #青年護台灣 #國民黨青年接力跑全國","https://www.facebook.com/Fangefong/photos/a.811580342196421/1837945356226576/?type=3"
"12","2018-05-30","中國國民黨彰化縣黨部","POLITICAL_PARTY","TW","2018-05-30 11:09:47 CST","40","【活動邀請】 107.05.30 中國國民黨全國青工總會發起的「愛台不斷電、青年護台灣」全台8天7夜接力路跑活動，自本月26日上午在台北中央黨部開跑，路跑選手以接力方式，順時針往東部繞台，將於31日中午抵達彰化，預計6月2日回到台北終點。每一接力站的選手均由各縣市、鄉鎮的青年朋友主動報名，總計210個棒次，全台大串連。 彰化縣在西螺大橋中間從雲林縣接棒，11：30開始，沿著台1線，途經溪州、北斗、田尾、永靖，14：20抵達員林火車站，與縣長及全縣五合一黨籍參選人聯合發表政見與造勢活動，結束後，照規劃路線前往芬園鄉，至草屯寶島時代村交接給南投縣。 歡迎各位好朋友們，共襄盛舉，一起來“反空汙、反核食”。 中國國民黨彰化縣黨部 敬邀","https://www.facebook.com/128469290550453/photos/a.652794074784636/1949559205108110/?type=3"
"13","2018-05-31","國民黨青年部","POLITICAL_PARTY","TW","2018-05-31 18:45:30 CST","685","「護台接力路跑，台中市長參選人-盧秀燕與總幹事-顏寬恒立委一起為青年加油打氣」 《愛台不斷電，反核食，反空污，青年護台灣》全台接力路跑活動，5/31將交棒給台中市代表，隨後並將展開大台中全市路跑，將青年愛台灣的心，傳遞全大台中；台中市長參選人盧秀燕也將前往台中市首站，為青年朋友們加油打氣！ 盧秀燕 顏寬恒 #台中 #青年","https://www.facebook.com/kmtyouth.tw/photos/a.1497939653826325/2122331854720432/?type=3"
