"","date_2021","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"1","2021-06-24","朱駿評論","PERSONAL_BLOG","TW","2021-06-24 14:24:58 CST",11,"小心不要中了民進黨的圈套 文/朱駿 【八月廿八日將舉行反萊豬、公投綁大選、護藻礁和重啟核四等四項公投。全國三級警戒將延長至七月十二日，是否影響公投？中選會昨表示，是否要延後投票，待疫情指揮中心、地方政府意見陸續回覆，並於下周彙整為重大選務議案後，預計七月二日提交中選會委員會議議決。 中選會副主委陳朝建指出，中選會上周就疫情期間，各國如何辦理選務或其相關措施等事項，包括是否依法改定投票日在內，已向中選會委員提出報告案，盼先行了解各國實際運作情形，並掌握國內各法令具體規範。他表示，疫情警戒措施再次延長，勢必對近期選務的籌辦產生重大影響，因選務籌辦皆需一定的合理準備期間，且各階段選務工作彼此間又環環相扣，都必須通盤考量。】 去年疫情鬧得正兇，美國如期舉辦了大選，今年祕魯在疫情籠罩之下，也舉辦了總統大選，法國舉辦了地方選舉，德國在幾波疫情威脅之下，已有幾個邦舉辦了選舉，9月將如期改選國會。請問，到處吹牛Taiwan can help的政府能夠考慮延後公投嗎？這不是告訴大家台灣的能力低下到連祕魯都不如嗎？還想對大陸叫囂戰爭？不是大笑話嗎？ 中選會以「地方政府意見陸續回復」為藉口，將「審議此重大選務決定」。地方政府多為國民黨籍主政，這些地方首長要頭腦清楚，各國疫情以來，已發生過幾波的事實，台灣大概也免不了再來幾波。如果日後碰上2022年底或2023年底再生疫情，關乎民主政治的選舉是否也可援例展延？ 國民黨地方縣市首長若主張公投延期，此例一開，民進黨日後就可藉口疫情，操控公投與選舉時程，2022或2024排除對自己不利的時程，國民黨只能啞巴吃黃蓮，因為是自己地方首長做球給民進黨的結果。國民黨中央應趕快了解黨籍主政地方對此事是如何表態的。若有贊成延期者，應說服該地方首長立即收回贊成，重新表態不贊成。 同時，自己主席選舉一再拖延，也給了民進黨靈感、藉口與操作空間。屆時，因黨內一己之私而耽誤整黨發展前途大局的機率頗高，又說不出正當理由批判民進黨，因為自己規模甚小的黨內選舉都可因疫情推遲，公投當然就更滿足推遲的標準，這是自己幫助對手預斷自己之路，憋死自己。 唉！國民黨高層還學名嘴耍嘴皮子，說什麼「公投到底是否如期舉辦，對民進黨政府來說確實是兩難」之類的廢話。這樣的黨怎麼能打仗？遑論打勝仗。還是趕快抓緊進行主席改選吧。 如何如期選舉主席是一個業務管理的技術性問題，稍動腦子就可解決，原本是國民黨展現管理能力，令人民耳目一新的機會，也是國民黨已刻不容緩的改變契機，具有戰略價值，但被私心隨便推遲至不確定時點，反有資敵風險。一正一負，天差地別，常識就可判斷，迄今未醒，真是可悲，可憐，也可惡。",""
"2","2021-06-24","《觀察》雜誌 The Observer","TOPIC_PUBLISHER","TW","2021-06-24 15:00:30 CST",26,"[今日短評] 小心不要中了民進黨的圈套 文/朱駿 【八月廿八日將舉行反萊豬、公投綁大選、護藻礁和重啟核四等四項公投。全國三級警戒將延長至七月十二日，是否影響公投？中選會昨表示，是否要延後投票，待疫情指揮中心、地方政府意見陸續回覆，並於下周彙整為重大選務議案後，預計七月二日提交中選會委員會議議決。 中選會副主委陳朝建指出，中選會上周就疫情期間，各國如何辦理選務或其相關措施等事項，包括是否依法改定投票日在內，已向中選會委員提出報告案，盼先行了解各國實際運作情形，並掌握國內各法令具體規範。他表示，疫情警戒措施再次延長，勢必對近期選務的籌辦產生重大影響，因選務籌辦皆需一定的合理準備期間，且各階段選務工作彼此間又環環相扣，都必須通盤考量。】 去年疫情鬧得正兇，美國如期舉辦了大選，今年祕魯在疫情籠罩之下，也舉辦了總統大選，法國舉辦了地方選舉，德國在幾波疫情威脅之下，已有幾個邦舉辦了選舉，9月將如期改選國會。請問，到處吹牛Taiwan can help的政府能夠考慮延後公投嗎？這不是告訴大家台灣的能力低下到連祕魯都不如嗎？還想對大陸叫囂戰爭？不是大笑話嗎？ 中選會以「地方政府意見陸續回復」為藉口，將「審議此重大選務決定」。地方政府多為國民黨籍主政，這些地方首長要頭腦清楚，各國疫情以來，已發生過幾波的事實，台灣大概也免不了再來幾波。如果日後碰上2022年底或2023年底再生疫情，關乎民主政治的選舉是否也可援例展延？ 國民黨地方縣市首長若主張公投延期，此例一開，民進黨日後就可藉口疫情，操控公投與選舉時程，2022或2024排除對自己不利的時程，國民黨只能啞巴吃黃蓮，因為是自己地方首長做球給民進黨的結果。國民黨中央應趕快了解黨籍主政地方對此事是如何表態的。若有贊成延期者，應說服該地方首長立即收回贊成，重新表態不贊成。 同時，自己主席選舉一再拖延，也給了民進黨靈感、藉口與操作空間。屆時，因黨內一己之私而耽誤整黨發展前途大局的機率頗高，又說不出正當理由批判民進黨，因為自己規模甚小的黨內選舉都可因疫情推遲，公投當然就更滿足推遲的標準，這是自己幫助對手預斷自己之路，憋死自己。 唉！國民黨高層還學名嘴耍嘴皮子，說什麼「公投到底是否如期舉辦，對民進黨政府來說確實是兩難」之類的廢話。這樣的黨怎麼能打仗？遑論打勝仗。還是趕快抓緊進行主席改選吧。 如何如期選舉主席是一個業務管理的技術性問題，稍動腦子就可解決，原本是國民黨展現管理能力，令人民耳目一新的機會，也是國民黨已刻不容緩的改變契機，具有戰略價值，但被私心隨便推遲至不確定時點，反有資敵風險。一正一負，天差地別，常識就可判斷，迄今未醒，真是可悲，可憐，也可惡。 https://udn.com/news/story/6656/5552591?from=udn-catelistnews_ch2 本文不代表本刊立場。","https://udn.com/news/story/6656/5552591?from=udn-catelistnews_ch2"
"3","2021-06-25","台灣民眾黨基隆市黨部","LOCAL_SERVICES","TW","2021-06-25 14:19:31 CST",14,"💥8/28反對公投綁大選 ➤ #反對公投綁大選 2018年九合一選舉中有10項公投案，造成""邊開票邊投票""的亂象至今仍深烙在我們腦海中，但公投議題都是需要經過專業討論、充分溝通，再由人民做出最符合自己需求的決定，不該成為政黨之間的對抗。 為使公投議題不失焦、不淪為政黨競爭的工具，我們認為公投不應綁大選。 📌公投主文: 「你是否同意公民投票案公告成立後半年內，若該期間內遇有全國性選舉時，在符合公民投票法規定之情形下，公民投票應與該選舉同日舉行？」 👉答案:不同意、不同意、不同意，很重要所以說3次。 #臣心臣意反公投綁大選❤️ #民眾黨基隆市黨部 #立委邱臣遠基隆總服務處","https://www.facebook.com/ACKeelung/photos/a.104986538016397/340253084489740/?type=3"
"4","2021-06-25","我相信 塔綠班一定會有報應","COMMUNITY","TW","2021-06-25 09:54:25 CST",6,"可能是台灣最後一次的828公投！台灣人民怨的出口？中選會開始告發死亡連署！反萊豬、珍愛藻礁、重啟核四、公投綁大選！｜","https://youtu.be/GpAQ9IvAlfA"
"5","2021-06-27","立法委員 林思銘","POLITICIAN","TW","2021-06-27 13:37:27 CST",155,"今年8月28日將舉行反萊豬、公投綁大選、護藻礁和重啟核四等四項公投。但因新冠肺炎疫情的影響，全國三級警戒延長至七月十二日，很多人都在關心是否影響到公投的舉行？ 我要強調，對於公投能否延期，#公投法並未授權中選會可逕行變更明文規定的公投日期。108年6月17日民進黨強行表決將「公投法」修惡，讓公投日改為每兩年一次，並於八月的第四個周六舉行，並無任何除外條款或但書規定，公投不論改期或延後，均缺乏法源依據。 雖然，公投法第24條有準用選罷法66條的規定，但是當初民進黨倉促修法，#是明定公投的投票日，沒有彈性，等於沒有把準用選罷法66條這個問題納入考量，這跟選罷法完全授權選委會決定投票日不同。過去公投與大選一起舉行，適用選罷法沒有問題，現在如果硬要適用，我們就要請問民進黨，當初明定公投投票日是不是錯誤修法？ 又如果中央一意孤行，僅依《新冠肺炎防治及紓困振興特別條例》第7條：「中央流行疫情指揮中心指揮官為防治控制疫情需要，得實施必要之應變處置或措施。」此一霸王條款予以涵蓋，不僅踰越特別條例的立法意旨，也會嚴重侵害國民行使直接民權之權利，台灣標舉之民主法治，將就此毀於一旦。 因此我要呼籲中選會，既然公投法無明定，若要延期，就應回歸立法機關，必要時召開立法院臨時會，由朝野討論後決定。 ------- 📰相關報導： 四大公投是否延期？藍委：中選會無權逕行公告 https://reurl.cc/GmpVrp 公投延後？ 藍疑中選會甩鍋地方 https://reurl.cc/KAlkxp","https://www.facebook.com/linsm.hc/photos/a.102313301326268/354492556108340/?type=3"
"6","2021-06-29","放言 Fount Media","NEWS_SITE","TW","2021-06-29 12:44:14 CST",68,"談到公投綁2022大選的提議，江啟臣說，現階段以防疫為優先沒錯，但不能因而剝奪人民的權利，盼中選會7/2作出決定、讓人民有所依循。 ＃江啟臣 ＃國民黨 ＃公投綁大選 ＃本土疫情 ＃防疫排名","https://www.fountmedia.io/article/120445"
"7","2021-06-29","放言 Fount Media","NEWS_SITE","TW","2021-06-29 12:35:04 CST",61,"如果又發生2018那種排隊盛況，實在不敢想像...... https://www.fountmedia.io/article/120441 #公投 #公投綁大選 #陳亭妃 #劉世芳","https://www.fountmedia.io/article/120441"
"8","2021-06-30","台灣民眾黨基隆市黨部","LOCAL_SERVICES","TW","2021-06-30 13:34:33 CST",10,"原訂8月28日即將舉行 #珍愛藻礁、 #核四重啟、 #反萊豬進口、 #公投綁大選 四項公投，但在本土疫情的影響之下，這四項公共議題的討論和宣傳都遭到嚴重的阻礙。 中選會表示將在後天開會討論延期一事，台灣民眾黨立院黨團也主張，中選會能慎重考慮當前疫情處境，#延後舉辦公投。 - ➤ 公投延期於法有據，中央政府應儘早定奪 從法規方面來看，延後公投不成問題，關鍵還是在於中央政府的態度。 👉《嚴重特殊傳染性肺炎防治及紓困振興特別條例》第7條：「中央流行疫情指揮中心指揮官為防治控制疫情需要，得實施必要之應變處置或措施。」 👉《公職人員選舉罷免法》第66條：「選舉投票日前或投開票當日，發生或可預見將發生天災或其他不可抗力情事，致個別投開票所，不能投票或開票時，投票日前應由直轄市、縣（市）選舉委員會報中央選舉委員會核准，改定投開票日期或場所。」 邱臣遠 委員表示，公投是民意溝通的過程，應該要透過完整的宣講與論述表達，讓民眾理性做出選擇，因此我們呼籲中央流行疫情指揮中心與行政院，#儘速做出延期決定，才能讓民眾安心投票，投票結果也更接近真實民意。 - ➤ 使用不在籍投票，不因疫情影響人民表態權益 儘管疫情趨緩，但這波疫情何時會真正結束，在疫苗施打率仍低落的情況下，無人可確定，所以我們主張中選會 #此次公投可考慮採行不在籍投票，在減少移動的情況下，保障人民表態權益。 根據《公投法》第25條規定「主管機關辦理全國性公民投票，得以不在籍投票方式為之，其實施方式另以法律定之。」由於公投不具地域性限制，政府應可考慮施行不在籍投票。 蔡壁如 委員表示，疫情造成生活型態在改變，公投也應該要與時俱進，不在籍投票是一種方式，未來也應該研擬電子投票，讓民主型態可以向前看。 - 公投是直接民主的展現方式，應要尊重民意對於公共議題的討論以及表態，面臨疫情嚴峻的狀況，也不能沒收民意，草草舉辦公投，這樣的公投結果，既不重視公共議題討論，也不能表現出民意，缺乏民意基礎。 #請中央政府及早因應延期投票的相關準備，不要讓國人無所適從！ #民眾黨 #台灣民眾黨 #台灣民眾黨立院黨團 --- 老朋友，歡迎上線回娘家 民眾黨黨員重整及繳交黨費作業起跑！ 教學懶人包 👉 https://reurl.cc/KAx8yq 全新官網，重磅改版登場！ https://www.tpp.org.tw/","https://www.facebook.com/TPPfanpage/photos/a.127130971966392/535223374490481/?type=3"
"9","2021-06-30","台灣民眾黨","POLITICAL_PARTY","TW","2021-06-30 12:59:18 CST",3352,"原訂8月28日即將舉行 #珍愛藻礁、 #核四重啟、 #反萊豬進口、 #公投綁大選 四項公投，但在本土疫情的影響之下，這四項公共議題的討論和宣傳都遭到嚴重的阻礙。 中選會表示將在後天開會討論延期一事，台灣民眾黨立院黨團也主張，中選會能慎重考慮當前疫情處境，#延後舉辦公投。 - ➤ 公投延期於法有據，中央政府應儘早定奪 從法規方面來看，延後公投不成問題，關鍵還是在於中央政府的態度。 👉《嚴重特殊傳染性肺炎防治及紓困振興特別條例》第7條：「中央流行疫情指揮中心指揮官為防治控制疫情需要，得實施必要之應變處置或措施。」 👉《公職人員選舉罷免法》第66條：「選舉投票日前或投開票當日，發生或可預見將發生天災或其他不可抗力情事，致個別投開票所，不能投票或開票時，投票日前應由直轄市、縣（市）選舉委員會報中央選舉委員會核准，改定投開票日期或場所。」 邱臣遠 委員表示，公投是民意溝通的過程，應該要透過完整的宣講與論述表達，讓民眾理性做出選擇，因此我們呼籲中央流行疫情指揮中心與行政院，#儘速做出延期決定，才能讓民眾安心投票，投票結果也更接近真實民意。 - ➤ 使用不在籍投票，不因疫情影響人民表態權益 儘管疫情趨緩，但這波疫情何時會真正結束，在疫苗施打率仍低落的情況下，無人可確定，所以我們主張中選會 #此次公投可考慮採行不在籍投票，在減少移動的情況下，保障人民表態權益。 根據《公投法》第25條規定「主管機關辦理全國性公民投票，得以不在籍投票方式為之，其實施方式另以法律定之。」由於公投不具地域性限制，政府應可考慮施行不在籍投票。 蔡壁如 委員表示，疫情造成生活型態在改變，公投也應該要與時俱進，不在籍投票是一種方式，未來也應該研擬電子投票，讓民主型態可以向前看。 - 公投是直接民主的展現方式，應要尊重民意對於公共議題的討論以及表態，面臨疫情嚴峻的狀況，也不能沒收民意，草草舉辦公投，這樣的公投結果，既不重視公共議題討論，也不能表現出民意，缺乏民意基礎。 #請中央政府及早因應延期投票的相關準備，不要讓國人無所適從！ #民眾黨 #台灣民眾黨 #台灣民眾黨立院黨團 --- 老朋友，歡迎上線回娘家 民眾黨黨員重整及繳交黨費作業起跑！ 教學懶人包 👉 https://reurl.cc/KAx8yq 全新官網，重磅改版登場！ https://www.tpp.org.tw/","https://www.facebook.com/TPPfanpage/photos/a.127130971966392/535223374490481/?type=3"
"10","2021-07-01","時代力量 New Power Party","POLITICAL_PARTY","TW","2021-07-01 17:51:54 CST",170,"中選會即將於明（2)日舉行審議，討論是否延後公投，時代力量於審議會議舉行之前，由黨主席立法委員 陳椒華以及秘書長白卿芬博士舉行「#三級警戒進行式 #公民投票延緩辦」記者會，共同要求中選會應延後辦理公投並提出相關訴求。 原預定今年8月28日舉行珍愛藻礁、核四重啟、反萊豬進口、公投綁大選四項公投案，惟5月疫情爆發，至今全國仍處於疫情三級警戒狀態，政府與民間各單位包含國人在內，皆將多數心力投入防疫相關工作，共同對抗疫情。 疫情嚴峻使得許多公共議題的討論和宣傳，受到嚴重的阻礙，而公投議題更是涉及重大國家公共政策，影響甚鉅，因此，時代力量請中選會與中央流行疫情指揮中心考量當前疫情處境，延後辦理公投。 ⚠️時代力量主張828公投應延後舉辦的原由有兩大項： 👉🏻第一，公投舉辦的目的，是要讓議題能經過充分討論後，讓民意能充分展現，然而我們可以看到，疫情嚴峻的狀況下，許多活動受到疫情限制，加上近幾個月來民眾的焦點均放在疫情上，關於公投討論的機會和心力大幅降低，在這樣的情況，公投完全沒有辦法達到國人共同討論重大公共議題的目的性。 👉🏻第二，Delta 變異株在國際間引發第三波傳染高峰，且Delta變異株的傳染力速度較英國變異株快上60%，台灣也面臨Delta變異株入侵、擴散的危機，在疫情未明朗的情形下，且短時間內多數民眾無法快速接種疫苗的情況下，實在不宜舉行有可能會造成大規模群聚感染的活動。 基於上述理由，時代力量懇請中選會跟指揮中心務必在 ＃通盤考量疫情，以及 ＃公民投票是否能獲得充分討論 兩大原則後，做出 ＃公投延緩辦理 的慎重決定。 ＃現行公投法嚴格綁住投票日 ＃過於僵化無調整日期空間 時代力量主張應待全國疫情警戒自三級降為二級以下，並且經過全民充分討論後，方為適合舉辦公投之時間。但若要延後公民投票日，在目前的法規上會面臨一些問題，現行《公民投票法》第23條是2019年6月民進黨主導修法後的結果，明定：「公民投票日定於八月第四個星期六，自中華民國一百十年起，每二年舉行一次。」法律上已明定投票日時間，相當僵化並存在調整困難的可能。 我們對比2019年6月修法前的《公民投票法》第23條，原規定為「主管機關應於公民投票案公告成立後一個月起至六個月內舉行公民投票，該期間內有全國性選舉時，應與該選舉同日舉行。」，也就是時代力量一直以來主張的的＃公投綁大選條款，若恰巧遇到像目前嚴重疫情的狀況，是可以隨著公職人員選舉進行時間調整的。 此外，在2019年再修公投法時，執政黨曾明白表示，這是為了給予全民充分討論的時間，所以通過將公告期間拉長為「90天」。然而從現在起算到8月28日，因為5月中開始的防疫三級管制，造成公民無法進行充分的討論級宣傳的時間根本不到90天。在受疫情影響情況下，未能留給民眾充裕時間討論公投議題，與當初執政黨訴求相違背。 ＃能否準用公職人員選舉罷免法第66條變更投開票日期或場所尚待釐清 同時，因現行第23條過於僵化，導致在現階段疫情狀態下，是否能依《公民投票法》第24條規定，去準用《公職人員選舉罷免法》第66條「發生或可預見將發生天災或其他不可抗力情事」時，讓中選會可以改定投開票日期或場所的規定，成為亟需釐清的爭議。 若中選會在與防疫指揮中心進行討論後，仍難以評估疫情狀況，但在現行公投法第23條及第24條情形下，而認為無法延期時，時代力量主張，立法院應 ＃立即召開臨時會 進行修法，尤其是2019年主導修法第23條的執政黨，所造成的定投票日過於僵化的問題，應勇於出面召開臨時會，解除僵化的固定時間投票日，讓中選會可以因應疫情狀況，依法做出延期投票之規定。 時代力量強調，公投的意義重大，不只是人民直接決定重大公共政策的走向，更重要的是藉由投票前正反雙方的宣傳與討論過程，彼此都能夠充分提供政策資訊，讓每一位國民皆能進一步了解政策內容，也讓政府更認真傾聽民意，一起營造更寬廣的公共討論空間。同時，唯有全國疫情受到穩定控制後，國人與公投相關的選務人員皆能在自由且安心的狀況下參與公民投票，這樣的公投過程與結果才可受公評。 最後，我們也要提醒中選會，倘若中選會最後決議公投不延期，請務必及早設定完整配套以及防疫措施，以確保公投日前公民能有充分討論的機會，並確保國內疫情不會因為舉辦公投而有疫情傳播的風險。","https://www.facebook.com/newpowerparty/photos/a.891139534290737/5896101267127847/?type=3"
