"","date_2018","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"1","2018-05-29","GisneyLand諸羅部屋","SOCIAL_SERVICES","TW","2018-05-29 20:29:37 CST","20","韓國瑜傍晚在鳳山活泉靈糧堂中對著在場基督教徒表示，他贊成與支持基督教所提倡家庭至高無上的價值，與認同基督教所提出避免過早教導下一代同性婚姻、同性性行為的看法，他並支持另設專法，保障有特殊性伴侶者，以專法保障其財產權、繼承權與婚姻權，而不要碰觸到傳統幾千年來古今中外的家庭觀念。 #一夫一妻 #一男一女 #特殊 #性伴侶","https://tw.appledaily.com/new/realtime/20180527/1362124/"
"2","2018-05-30","鳴人堂","MEDIA_NEWS_COMPANY","TW","2018-05-30 20:25:13 CST","905","反對同婚的團體例如下福盟，近日發起反同公投，主張「民法婚姻應限定一男一女的結合」、「應以民法婚姻規定以外形式，來規範同性別二人永久共同生活的權益。」背後的理由是否經得起檢驗？ 　　 有些專法派人士認為，先通過專法，「社會衝擊」較小，可以促進社會和諧與「漸進式改革」。如果貿然修民法，會造成過大衝擊。這樣的說法是否有道理？ 　　 許多關心婚姻平權議題的人，認為釋字第748號通過之後，從現在起再過一年不到，同性伴侶就可以結婚。這樣的認知是否有誤？ 　　 許多許多的問題，讓我們回歸理性思辨來探個究竟。面對下福盟的反同公投，平權前夕．彩虹起義總召苗博雅也發起了三項平權公投，背後的原因是甚麼？辯論經驗豐富的欣晏，這次又會帶來怎麼樣的觀點？ 　","https://www.facebook.com/opinion.udn/videos/1991164030957233/"
"3","2018-05-30","台灣同志諮詢熱線協會 南部辦公室","COMMUNITY_CENTER","TW","2018-05-30 18:30:00 CST","72","【公投哩甘災?!】座談會 今年四月，中選會通過三個反對同志婚姻、反對國中小同志教育的公投案，引起社會譁然。 -------------------------- 反同公投一：「你是否同意以民法婚姻規定以外之其他形式來保障同性別二人經營永久共同生活的權益？」 反同公投二：「你是否同意在國民教育階段內（國中及國小），教育部及各級學校不應對學生實施性別平等教育法施行細則所定之同志教育？」 反同公投三：「你是否同意民法婚姻規定應限定在一男一女的結合?」 -------------------------- 有人質疑「大法官的釋字748難道不算數了嗎？」，也有人森七七「為什麼這樣人權可用民意來衡量？」，但也有很多朋友還搞不清楚公投法的內涵，萌萌的意圖是什麼？同志又如何因應萌萌們的反同奧步呢？ 熱線南辦 X 女權會，邀約法界、教育界與同志團體代表，分別從各自的領域，向大家說明反同公投的後續影響，遂舉辦【公投哩甘災?!】座談會，廣邀各位關心婚姻平權與同志教育的朋友們，座位有限！趕快報名參加！ 時間：7/1（日）1400~1710 地點：高雄市政府社會局婦女館女性史料室（高雄市三民區九如一路777號2樓） 講者介紹： 【法學專家來解答，反同公投要幹嘛？】（臺灣桃園地方法院 毛松廷法官） 【捍衛性平教育法，教學請讓專業來！】（高雄市立瑞祥高中 謝佩珊老師） 【同志社群不焦慮，化解危機為轉機～】（臺灣性別平等教育協會 性平教育大平台 張明旭） 報名方式：https://goo.gl/uWDJWe:=:https://docs.google.com/forms/d/e/1FAIpQLSdIeCzadh92aaG5IpqR3FTdZ4e4d_I1_eTyBNSv0xBt9Vflzw/closedform 活動連結：https://goo.gl/U6uMZP:=:https://www.facebook.com/events/645108152507163/ 主辦單位： 社團法人台灣同志諮詢熱線協會 南部辦公室 社團法人高雄市女性權益促進會（高雄市政府社會局婦女館女性史料室） 洽詢電話： 07-2811265（熱線南辦，週一到週五14:00~22:00） 07-3979672#27（史料室，週三到週日08:30~17:30）","https://www.facebook.com/SouthHotline/photos/a.10150363900551329/10155996265816329/?type=3"
"4","2018-05-31","台灣同志家庭權益促進會","NON_PROFIT","TW","2018-05-31 13:05:12 CST","158","😡😡😡反同公投連署，爛招聯發！ 　　　 #靜宜大學異同夢想社 在26號發文，表示接獲學生投訴，該校徐姓女教師於22日上課時，公開表示：「尊重同志，但不能讓家庭被破壞。不能讓一些人扭曲了家庭的真理，所以應該支持婚姻結合只能一男一女。」 　　　 隨後更邀請在場學生簽署反同公投！引起部分學生不滿，課後向性別社團投訴，校方在29日發表聲明：「教師個人行為及言論，予以尊重，不代表學校立場。」 　　 反同爛招盡出，不僅有教師利用課堂時間，邀請學生連署公投，今天更被網友爆出：南陽實業 （現代汽車） 的老闆蔡維力貼給員工的公告，請認同的員工連署反同公投。甚至發放現金給主管，請主管協同處理。 　　　 此舉除了利用主管權勢，要求員工配合以外，更違反了 #公民投票法第37條：「對於該公民投票投票區內之團體或機構，假借捐助名義，行求、期約或交付賄賂或其他不正利益，使其團體或機構之構成員，不為提案、撤回提案、連署或投票，或為一定之提案、撤回提案、連署或投票。」 　　　 支持反同公投的朋友，若真心認為自身的價值觀是正確的，那又何必利用權勢與金錢，不斷施壓給學生與員工呢？ 　　　 📍資料來源： #靜宜大學異同夢想社 爆料貼文：http://t.cn/R1SGxfl 　　 ---- 🎨擇愛成家，異同捐款支持同家會： http://www.lgbtfamily.org.tw/contactus_03.php:=:https://www.lgbtfamily.org.tw/contactus_03.php 💕電子發票捐贈愛心碼：６８７８ 🌈同家會官網： http://www.lgbtfamily.org.tw:=:https://www.lgbtfamily.org.tw/","https://www.facebook.com/twlgbtfamily/photos/a.209012952446850/2086712351343558/?type=3"
"5","2018-06-01","我支持同志教育","COMMUNITY","TW","2018-06-01 14:01:32 CST","9","引：「支持婚姻結合只能一男一女」靜宜女教師 課堂反同婚惹議 http://m.ltn.com.tw/news/life/breakingnews/2441262","http://m.ltn.com.tw/news/life/breakingnews/2441262"
"6","2018-06-05","中央研究院數位文化中心  Academia Sinica Center for Digital Cultures","SOCIETY_SITE","TW","2018-06-05 11:17:43 CST","22","[寶島的夏季訪客] 八色鳥是夏天來臺灣繁殖的夏候鳥，約5月中下旬開始築巢。 一夫一妻繁殖，由親鳥共同孵卵育雛。看看台灣生態紀錄者劉燕明的影片，成鳥將蚯蚓分段，攜帶滿嘴食物回巢，幼鳥則張大嘴巴齊聲等待食物入口。 影片：https://bit.ly/2sG7Bbz:=:https://catalog.digitalarchives.tw/item/00/66/7a/fd.html 圖片來源：八色鳥Biue-Winged Pitta；拍攝者 | Afi Chen；From Flickr (CC BY-ND 2.0) #八色鳥 #夏候鳥 #劉燕明 #育雛","https://www.facebook.com/ASCDCNEWS/photos/a.10150220051529116/10156411335894116/?type=3"
"7","2018-06-06","彩虹平權大平台","COMMUNITY","TW","2018-06-06 22:00:01 CST","179","畢業的季節來臨，許多青春而美好的人生即將展開新的章節! #年滿18歲就可以投公投票 這個社會有許多不公不義的事情正在發生，你的一票可以圓滿我們的未來，成就多元而友善的環境。 今年年底，反同團體將公投綁大選，推出三項反同公投案，並且已經緊鑼密鼓的宣傳、組織中，相信很多朋友都已經看到相關的聯署與文宣。 守護我們的未來，請對歧視投下不同意票。 想知道更多👉🏻立刻加入「對話志工」，推動改變：https://goo.gl/bL9AKi ____ 反同三公投主文如下: 1. 你是否同意民法婚姻規定應限定在一男一女的結合? >>>>>>>意指「婚姻」排除同性 2.你是否同意以民法婚姻規定以外之其他形式來保障同性別二人經營永久共同生活的權益？ >>>>>>>也就是說同性配偶另外用專法、不能用民法 3. 你是否同意在國民教育階段內（國中及國小），教育部及各級學校不應對學生實施性別平等教育法施行細則所定之同志教育？ >>>>>>>要求學校不能針對同志教育做解釋與說明 ____ #蜂潮行動 集資計畫需要你的支持✊✊✊ http://beebee.equallove.tw/ ❤️婚姻平權大平台工作報告書下載處： http://equallove.tw/articles/67","https://www.facebook.com/equallovetw/photos/a.201735676949226/463491147440343/?type=3"
"8","2018-06-09","慈護山雲門宗俱舍寺","RELIGIOUS_CENTER","TW","2018-06-09 09:56:21 CST","281","https://youtu.be/istvteynhjQ:=:https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3DistvteynhjQ%26feature%3Dyoutu.be&q=EgQ0KuTRGKvryPMFIhkA8aeDS71owVN7DaUQnhu5wZQdpXUvDWQNMgFy 這就是護家盟的教育觀念。 年底，反同三公投即將登場，請網友們告訴你身邊的親友，投下三張「不同意票」。 第一，不同意用「專章」處理婚姻平權。因為「專章」就是不平權。 第二，不同意限縮民法婚姻為「一男一女」，因為「雙方」才能兼顧所有國民。 第三，不同意刪除性平教育中的同志教育，因為年紀小的同志最需要性平教育的幫助。","https://youtu.be/istvteynhjQ"
"9","2018-06-09","許秀雯 律師","PERSON","TW","2018-06-09 21:42:37 CST","44","6月4日美國聯邦最高法院在Masterpiece Cakeshop案件中所做的判決，有些朋友擔心這個判決在未來會不會成為對同志權益不利的「先例」，這恐怕是多慮了，因為判決理由其實肯定「對公眾提供服務或產品的商店不得有性傾向歧視」，判決內容解說，可參見日前我和至潔的直播 https://www.facebook.com/tapcpr/videos/10155436885340965/ 事實上，本週四Arizona的上訴法院就援引了前述聯邦最高法院剛出爐的Masterpiece Cakeshop判決，判定一家主張基於宗教信仰理由，有權拒絕出售藝術創作商品給同志婚禮之用的基督教徒當事人敗訴！那家店名叫Brush & Nib Studio, 老闆Joanna Duka and Breanna Koski, 自認是虔誠基督徒，篤信婚姻只應限於一男一女，因此他們在2016年告了Arizona的鳳凰城（the city of Phoenix），試圖挑戰並取消鳳凰城禁止性傾向歧視的規定。 總之，這家店老闆第一審敗訴，然後Arizona的上訴法院週四再次確認下級審的判決，認定不能用宗教信仰來拒絕出售商品或服務給同志！本案法官Lawrence Winthrop 在判決中寫道 “與美國聯邦最高法院的裁決一致，我們認為，若法律允許上訴人可以根據性傾向來拒絕向顧客提供服務，將構成”嚴重且持續的傷害“（“grave and continuing harm”）。 為什麼應該明白禁止這些向公眾提供商品服務的店家有性傾向歧視？本案法官Lawrence Winthrop說得極好，“Prohibiting places of public accommodation from discriminating against customers is not just about ensuring equal access, but about eradicating the construction of a second-class citizenship and diminishing humiliation and social stigma,” “The least restrictive way to eliminate discrimination in places of public accommodation is to expressly prohibit such places from discriminating.” https://www.advocate.com/politics/2018/6/08/arizona-court-uses-cakeshop-case-affirm-lgbt-rights","https://www.advocate.com/politics/2018/6/08/arizona-court-uses-cakeshop-case-affirm-lgbt-rights"
"10","2018-06-11","譚香文 Mandy Tam","POLITICIAN","HK","2018-06-11 12:25:08 CST","5","同志平權與同志「特權」！ 近日有一宗公務員男同志同政府打官司，要求在外國已結婚之配偶享有公務員夫婦福利，在高院獲勝訴，但政府在上訴庭上訴成功，這宗案件在社會上引起了同志平權運動與傳統保守派的唇槍舌劍，作為平機會的前委員，也想談談我的看法！ 首先在高等法院判決原訟人勝訴時，並沒有確立同志婚姻在香港的合法性，只是指出公務員配偶福利早已存在，該同志因配偶是同性，故不能獲得福利，所以判決原訟人獲勝，因原訟人並沒有獲得任何超過法律的特權。 但昨日上訴庭卻推翻了原訟庭判決，上訴庭法官指出，本港法例定義的婚姻僅為異性之間，《基本法》所保障的婚姻權利不包括同性婚姻，三位大法官所指的是《基本法》第三十七條，該條內容是：「香港居民的婚姻自由和自願生育的權利受法律保護。」明顯三位大法官認為，《基本法》中所指「婚姻」的定義是指一男一女的婚姻，所有基於婚姻關係衍生的夫婦權利，都是基於這種婚姻模式，但如果這個闡釋被確立，則日後同志平權運動將會大受打擊，有反對同性婚姻政治人物認為，近年有人以司法覆核的方式企圖合理化同性婚姻，但上訴庭已指出《基本法》婚姻是異性戀，證明同性婚姻是不合法。 同志團體則批評上訴庭作出了非常狹窄法律解釋，不過如照《基本法》訂立時的立法原意，三位大法官的理解並無錯誤，在上世紀八十年代至九十年代製定的《基本法》中婚姻定義，當然是一男一女，這毋需質疑，只不過能否與時並進呢？還有同志要的是平權並不是要「特權」，社會上能否寬容一些呢？","https://www.facebook.com/mandytamheungman/photos/a.888629141230022/1738688576224070/?type=3"
