"","date_2018","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"1","2018-05-29","Kairos 風向新聞","MEDIA_NEWS_COMPANY","TW","2018-05-29 21:00:01 CST","516","南部中間選民的版塊，難道在悄悄挪動中嗎？！ #韓國瑜 #陳其邁 #高雄巿長選舉 #家庭價值 #一夫一妻 #同志教育 #同志專法 #下一代教育","https://kairos.news/107870"
"2","2018-05-30","許秀雯 律師","PERSON","TW","2018-05-30 21:11:25 CST","101","2016年底立院在審婚姻平權民法修正案時，部分政治人物與反同人士就有立專法之說。2017/5/24 大法官釋憲指示要「平等保護」同志的「婚姻自由」（大法官明白說了，婚姻自由指的是「是否『結婚』」以及「與誰『結婚』」的自由，不容萌萌扭曲），結果釋憲一週年，反同組織推出兩個公投提案，想藉此施加政治壓力來推專法，以阻止同志結婚。 2016年底，沒有釋字748，我們依據平等的理念就知道應該明白拒絕專法了，如今有了釋字748，更沒有任何理由對反同勢力退讓！ 　 ✋防反同詐騙三步驟：http://bit.ly/2J96yea:=:https://tapcpr.org/referendum/anti-fraud 面對萌萌為衝二階連署，一再散布謠言、混淆視聽，將反同公投包裝成「愛家」公投，唯有大家齊力「阻止連署」、「蒐集證據」並「回報情資」，才能有效防止反同詐騙！ ＃對反同公投說不 ＃我們都是利害關係人 ＃婚姻平權全民守護 ＃性平教育異同捍衛 　","https://www.youtube.com/watch?v=u7f1SlFMyQs"
"3","2018-05-31","臺灣彩虹驕傲 Taiwan Rainbow Pride","EDUCATION_COMPANY","TW","2018-05-31 19:13:52 CST","92","【反同公投 / 買票！？】 由「 下一代幸福 聯盟」力推的「反同3公投」31日驚傳買票疑雲！有網友在臉書上轉貼PO文，指出三陽旗下的四輪事業—南陽實業（台灣HYUNDAI汽車代理商）董事長兼總經理蔡維力，涉嫌以1000元的價碼要求區主管組織反同連署事宜，網友直呼「太離譜！」 據貼文指出，蔡維力於30日在群組中貼文表示，南陽實業的企業理念是「愛家愛社」，並強調「一個家庭是一男一女的結合」，故鑒於同運意圖修改家庭定義，因此要求「認同的員工」就「反同婚」、「反性平教育」及「支持同婚專法」等三項公投進行連署。 蔡維力指出，請「認同的員工」填寫3份連署資料後轉交據點長及廠長，並統一寄到「我愛家我公投」辦公室處理。 文末蔡維力表示，6月初至總公司開會時每位區主管會收到由蔡本人提供的1000元現金作為「處理費」，並強調區主管需在6月15日前完成工作。 針對此則貼文，網友痛批根本是以公司高層濫用權力蒐集連署，「在這樣權力關係不對等的狀況下，員工會有自由選擇是否連署的權利嗎？南陽實業裡面工作的同志員工呢？他們的處境又將如何？」 另外，針對蔡維力提供千元現金「處理費」，也有人認為他有觸法之嫌，因為根據《公民投票法》第37條，若有以賄賂方式或其他不正利益等給連署人，使之連署，都有違法之虞；違者可處1年以上7年以下有期徒刑，可併科罰金100萬元以上至1000萬以下罰金： 一、對於該公民投票投票區內之團體或機構，假借捐助名義，行求、期約或交付賄賂或其他不正利益，使其團體或機構之構成員，不為提案、撤回提案、連署或投票，或為一定之提案、撤回提案、連署或投票。 二、以賄賂或其他不正利益，行求、期約或交付公民投票案提案人或連署人，使之不為提案、撤回提案、連署或投票，或為一定之提案、撤回提案、連署或投票。 預備犯前項之罪者，處一年以下有期徒刑。 預備或用以行求、期約或交付之賄賂，不問屬於犯罪行為人與否，沒收之。 《上報》記者向南陽實業求證此事，但南陽實業截自31日下午16時15分為止尚未正面回應。 中選會於4月17日通過「反同3公投」審核，在通過第一階段的1879人提案門檻後，反同3公投現已進入二階段的28萬人連署工作，由於連署門檻不低，恐為反同人士動用權力蒐集連署人頭的主因。（反反同婚公投也連署） #蔡維力 表示，6月初至總公司開會時每位區主管會收到由蔡本人提供的1000元現金作為「處理費」，並強調區主管需在6月15日前完成工作。 http://www.upmedia.mg/news_info.php?SerialNo=41945:=:https://www.upmedia.mg/news_info.php?SerialNo=41945","http://www.upmedia.mg/news_info.php?SerialNo=41945"
"4","2018-06-01","台灣伴侶權益推動聯盟","NON_PROFIT","TW","2018-06-01 13:00:01 CST","21","6/1【週五來作伴－不純粹法學】婚姻平權 保障內涵 活動頁面：http://bit.ly/2L79LbA 就是「今晚」！！ 週五來作伴－不純粹法學講堂將延續上次的主題，由謝孟釗律師帶領大家繼續探討婚姻平權保障的內涵。究竟，「另立專法」是否能符合釋字748所說的婚姻自由與平等權？反同團體聲稱「婚姻自由不一定要以婚姻之名」是正確的觀念嗎？此外，在大法官肯定同志結婚權利的同時，也有人趁機攻擊「既然說相愛的人就可以結婚」，為什麼不開放近親婚、多人婚、甚至再降低結婚年齡？ 面對萌萌各種扭曲釋字748號的謬論與滑坡，就讓我們從平等權的角度繼續探討婚姻平權的比較基準是什麼，以及為什麼在討論性傾向平等時把多人、近親納入比較是不恰當的，歡迎有興趣的朋友一起來討論。 　 主講人：謝孟釗律師（伴侶盟律師團成員） 時間：6/1(五) 19:30-21:30 地點：伴侶盟辦公室 　 閱讀參考書目：艾莉斯．楊（Iris Marion Young）著，陳雅馨譯，《正義與差異政治》（Justice and the Politics of Difference），商周出版，2017年9月。 －－－－ ✊捐款支持伴侶盟：http://bit.ly/2xq40E3 ✊捐發票：愛心碼❤ 178 ❤　","https://www.facebook.com/tapcpr/photos/a.10150711237530965/10155420213275965/?type=3"
"5","2018-06-01","許秀雯 律師","PERSON","TW","2018-06-01 13:47:00 CST","13","今晚7:30 孟釗律師主講，我也會參加，歡迎前來討論。 ------------------------------- 【週五來作伴－不純粹法學】婚姻平權 保障內涵 本周五晚上不純粹法學講堂將延續上次的主題，由謝孟釗律師帶領大家繼續探討婚姻平權保障的內涵。大法官在釋字748號解釋中，宣告憲法保障同性性傾向者的婚姻自由與平等權，但如果不讓同志使用民法結婚，而是另立專法，例如以同性伴侶法規範同性結合關係，這樣的隔離和差別待遇，是平等還是歧視？ 此外，在大法官解釋肯定同志結婚權利的同時，目前民法仍禁止近親結婚、多人婚姻等，很多人會因此質疑，「既然說相愛的人就可以結婚」，為什麼不開放近親婚、多人婚、甚至再降低結婚年齡？這難道沒有不平等的問題嗎？ 本週五晚上，讓我們從平等權的角度繼續探討婚姻平權的比較基準是什麼，以及為什麼在討論性傾向平等時把多人、近親納入比較是不恰當的，歡迎有興趣的朋友繼續來討論。 　　 主講人：謝孟釗律師（伴侶盟律師團成員） 時間：6/1(五) 19:30-21:30 地點：伴侶盟辦公室 　 閱讀參考書目：艾莉斯．楊（Iris Marion Young）著，陳雅馨譯，《正義與差異政治》（Justice and the Politics of Difference），商周出版，2017年9月。","https://www.facebook.com/899947656750579/photos/a.900126750066003/1762563947155608/?type=3"
"6","2018-06-04","江河清","BLOGGER","TW","2018-06-04 08:12:00 CST","168","【婚姻平權的極端派】日前民主進步黨秘書長 #洪耀福 說挺同反同雙方各有極端派。我主觀認為萌萌的宗教反同本身就很極端，所以萌萌們的極端派，我難以下定義。 然而，支持婚姻平權的極端派又是什麼？我認為婚姻平權的支持者最極端的訴求，就是（1）執政黨依照大法官釋憲，實質保障同志的平等權和「婚姻」自由。（我要強調大法官用字是「平等」、「婚姻」，不是歧視性的同性伴侶專法！）（2）蔡英文 Tsai Ing-wen積極實現總統大選時，對於「婚姻平權」競選承諾。 請問秘書長，要求執政黨依照憲法保障同志，競選支票不要跳票，這樣很極端嗎？ #我一定是太極端了 #我的朋友也都好極端 #這篇按讚的人都很極端 #這當中一定有什麼誤會","https://www.facebook.com/interarticulation/photos/a.785229498285430/1168055400002836/?type=3"
"7","2018-06-05","Pink Dot TW","NON_PROFIT","TW","2018-06-05 22:00:01 CST","70","『妹妹過世後二年，台北市開放同性伴侶註記，呂欣潔與陳凌是第一對，宴客時，陳凌的父母家人都到場了，呂欣潔的母親也出席。「但我爸就笑笑說他那天要打高爾夫，要開球無法出席，我們都覺得這什麼理由啊。我蠻難過的，但知道他心裡還沒準備好要跟這麼多人一起面對這件事。」 　 2016年底，立法院舉行第二次婚姻平權民法修正案公聽會，「我們擔心反方的朋友又來包圍，就把路權借下來辦活動反對同婚專法，那是不平等、一種隔離。」她返家後讀line才發現父親竟在家庭群組貼了一張她在活動現場的照片，寫上：「中午來看欣潔。」「我蠻感動的，我爸之前從來沒參加過任何一場同志相關活動，從來沒有。」』 　 「公投讓同婚議題端上檯面，社會可以對話、辯證，但過程中錯誤的資訊會讓同志族群很受傷，不管怎麼努力，有些人就是覺得你沒有資格活在世界上、覺得你不是人。所以我很擔心那些還年輕、或資源不夠的同志，如果我年輕時聽到這些話，一定討厭我自己，即使現在，我狀況不好時還是會很痛苦。」","https://www.mirrormedia.mg/story/20180601pol010/"
"8","2018-06-06","彩虹平權大平台","COMMUNITY","TW","2018-06-06 22:00:01 CST","179","畢業的季節來臨，許多青春而美好的人生即將展開新的章節! #年滿18歲就可以投公投票 這個社會有許多不公不義的事情正在發生，你的一票可以圓滿我們的未來，成就多元而友善的環境。 今年年底，反同團體將公投綁大選，推出三項反同公投案，並且已經緊鑼密鼓的宣傳、組織中，相信很多朋友都已經看到相關的聯署與文宣。 守護我們的未來，請對歧視投下不同意票。 想知道更多👉🏻立刻加入「對話志工」，推動改變：https://goo.gl/bL9AKi ____ 反同三公投主文如下: 1. 你是否同意民法婚姻規定應限定在一男一女的結合? >>>>>>>意指「婚姻」排除同性 2.你是否同意以民法婚姻規定以外之其他形式來保障同性別二人經營永久共同生活的權益？ >>>>>>>也就是說同性配偶另外用專法、不能用民法 3. 你是否同意在國民教育階段內（國中及國小），教育部及各級學校不應對學生實施性別平等教育法施行細則所定之同志教育？ >>>>>>>要求學校不能針對同志教育做解釋與說明 ____ #蜂潮行動 集資計畫需要你的支持✊✊✊ http://beebee.equallove.tw/ ❤️婚姻平權大平台工作報告書下載處： http://equallove.tw/articles/67","https://www.facebook.com/equallovetw/photos/a.201735676949226/463491147440343/?type=3"
"9","2018-06-06","反信心希望聯盟陣線 Anti-Fhl Front","COMMUNITY","TW","2018-06-06 10:22:20 CST","191","如果你看不慣「台灣」被迫降格稱為「中国台北」，就千萬別支持強迫同志從「民法婚姻」降格至「專法伴侶」的反同公投；否則你在做的事情跟你討厭的中国政府沒什麼兩樣。 - #小編：長老教會台南中會一邊支持東京奧運正名，一邊支持反同公投搞得我好亂，一樣是人權，只因為信仰，搞差別待遇！","https://www.thenewslens.com/article/96720"
"10","2018-06-06","同學陣（力挺同性婚姻學生聯合陣線）","YOUTH_ORGANIZATION","TW","2018-06-06 00:20:21 CST","734","如果，你看不慣「台灣」被迫降格稱為「中国台北」，就千萬別支持強迫同志從「民法婚姻」降格至「專法伴侶」的反同公投；否則你在做的事情跟你討厭的中国政府沒什麼兩樣。 #長老教會台南中會一邊支持東京奧運正名一邊支持反同公投 #同志問號","https://www.thenewslens.com/article/96720"
