"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",6401748,61.12,4072471,38.88,32.4,"Y"
"63","000","00","0000","000",732239,59.11,506433,40.89,32.86,"Y"
"63","000","00","0000","001",57656,59.82,38733,40.18,34.06,"Y"
"63","000","00","0102","001",1561,59.65,1056,40.35,33.5,"Y"
"63","000","00","0103","001",2400,60.58,1562,39.42,35.47,"Y"
"63","000","00","0104","001",2036,60.02,1356,39.98,34.22,"Y"
"63","000","00","0105","001",1388,56.56,1066,43.44,34.42,"Y"
"63","000","00","0106","001",1524,60.05,1014,39.95,34.25,"Y"
"63","000","00","0107","001",1462,58.55,1035,41.45,34.17,"Y"
"63","000","00","0108","001",1456,63.28,845,36.72,36.31,"Y"
"63","000","00","0109","001",1362,61.05,869,38.95,36.71,"Y"
"63","000","00","0110","001",1298,60.2,858,39.8,35.31,"Y"
"63","000","00","0111","001",2140,59.58,1452,40.42,33.91,"Y"
"63","000","00","0112","001",3122,61.99,1914,38.01,36.82,"Y"
"63","000","00","0113","001",781,56.59,599,43.41,34.16,"Y"
"63","000","00","0114","001",1278,61.5,800,38.5,34.65,"Y"
"63","000","00","0115","001",1852,61.32,1168,38.68,35.14,"Y"
"63","000","00","0116","001",2638,58.44,1876,41.56,34.37,"Y"
"63","000","00","0117","001",2094,62.94,1233,37.06,36.83,"Y"
"63","000","00","0118","001",1799,56.18,1403,43.82,25.24,"Y"
"63","000","00","0119","001",2384,57.68,1749,42.32,32.03,"Y"
"63","000","00","0120","001",1678,59.4,1147,40.6,34.63,"Y"
"63","000","00","0121","001",3240,63.69,1847,36.31,37.92,"Y"
"63","000","00","0122","001",2476,58.31,1770,41.69,33.44,"Y"
"63","000","00","0124","001",2074,55.23,1681,44.77,29.43,"Y"
"63","000","00","0125","001",1973,61.29,1246,38.71,35.4,"Y"
"63","000","00","0126","001",2548,58.11,1837,41.89,32.65,"Y"
"63","000","00","0127","001",1074,59.01,746,40.99,31.63,"Y"
"63","000","00","0128","001",1002,60.8,646,39.2,34.62,"Y"
"63","000","00","0129","001",1020,55.74,810,44.26,30.75,"Y"
"63","000","00","0130","001",2202,67.61,1055,32.39,38.02,"Y"
"63","000","00","0131","001",945,60.62,614,39.38,35.67,"Y"
"63","000","00","0132","001",1274,59.01,885,40.99,33.87,"Y"
"63","000","00","0133","001",1820,58.33,1300,41.67,33.99,"Y"
"63","000","00","0134","001",721,56.07,565,43.93,32.16,"Y"
"63","000","00","0135","001",1034,58.65,729,41.35,32.74,"Y"
"63","000","00","0000","002",62853,59.2,43324,40.8,33,"Y"
"63","000","00","0201","002",1525,63.15,890,36.85,29.61,"Y"
"63","000","00","0202","002",1393,59.97,930,40.03,35.27,"Y"
"63","000","00","0203","002",804,61.99,493,38.01,32.87,"Y"
"63","000","00","0204","002",957,58.64,675,41.36,31.11,"Y"
"63","000","00","0205","002",1040,62.39,627,37.61,35.89,"Y"
"63","000","00","0206","002",1710,60.17,1132,39.83,33.83,"Y"
"63","000","00","0207","002",1563,57.63,1149,42.37,34.06,"Y"
"63","000","00","0208","002",2284,59.26,1570,40.74,34.26,"Y"
"63","000","00","0209","002",2975,59.74,2005,40.26,34.17,"Y"
"63","000","00","0210","002",1040,58.86,727,41.14,32.6,"Y"
"63","000","00","0211","002",1392,56.33,1079,43.67,31.91,"Y"
"63","000","00","0212","002",1065,60.58,693,39.42,32.98,"Y"
"63","000","00","0213","002",1404,59.39,960,40.61,31.87,"Y"
"63","000","00","0214","002",1102,58.87,770,41.13,31.17,"Y"
"63","000","00","0215","002",1278,58.52,906,41.48,32.79,"Y"
"63","000","00","0216","002",1687,57.52,1246,42.48,33.59,"Y"
"63","000","00","0217","002",1617,59.51,1100,40.49,33.61,"Y"
"63","000","00","0218","002",1600,60.79,1032,39.21,36.59,"Y"
"63","000","00","0219","002",1227,60,818,40,32.55,"Y"
"63","000","00","0220","002",2241,59.25,1541,40.75,34.75,"Y"
"63","000","00","0221","002",621,57.77,454,42.23,30.99,"Y"
"63","000","00","0222","002",1813,56.23,1411,43.77,31.58,"Y"
"63","000","00","0223","002",1405,56.77,1070,43.23,31.59,"Y"
"63","000","00","0224","002",1374,59.12,950,40.88,34.66,"Y"
"63","000","00","0225","002",2303,58.5,1634,41.5,32.62,"Y"
"63","000","00","0226","002",1781,58.8,1248,41.2,32.8,"Y"
"63","000","00","0227","002",1194,58.5,847,41.5,33.08,"Y"
"63","000","00","0228","002",1441,61.27,911,38.73,32.48,"Y"
"63","000","00","0229","002",1935,59.54,1315,40.46,32.81,"Y"
"63","000","00","0230","002",2705,59.63,1831,40.37,34.38,"Y"
"63","000","00","0231","002",1489,60.48,973,39.52,32.22,"Y"
"63","000","00","0232","002",1892,57.54,1396,42.46,31.17,"Y"
"63","000","00","0233","002",2220,59.98,1481,40.02,32.18,"Y"
"63","000","00","0234","002",1390,59.07,963,40.93,33.9,"Y"
"63","000","00","0235","002",1171,59.38,801,40.62,32.6,"Y"
"63","000","00","0236","002",2082,59.28,1430,40.72,33.33,"Y"
"63","000","00","0237","002",992,59.76,668,40.24,34.9,"Y"
"63","000","00","0238","002",1141,56.96,862,43.04,31.16,"Y"
"63","000","00","0239","002",1974,59.28,1356,40.72,31.79,"Y"
"63","000","00","0240","002",1410,58.58,997,41.42,32.71,"Y"
"63","000","00","0241","002",616,61.66,383,38.34,33.28,"Y"
"63","000","00","0000","003",83730,59.51,56964,40.49,33.14,"Y"
"63","000","00","0301","003",1618,60.64,1050,39.36,33.37,"Y"
"63","000","00","0302","003",1496,59.44,1021,40.56,34.11,"Y"
"63","000","00","0303","003",1960,58.75,1376,41.25,33.99,"Y"
"63","000","00","0304","003",2171,58.2,1559,41.8,31.95,"Y"
"63","000","00","0305","003",1394,60.77,900,39.23,31.25,"Y"
"63","000","00","0306","003",1806,61.35,1138,38.65,35.64,"Y"
"63","000","00","0307","003",1826,59.13,1262,40.87,30.49,"Y"
"63","000","00","0308","003",852,57.22,637,42.78,30.23,"Y"
"63","000","00","0309","003",1110,58.79,778,41.21,30.27,"Y"
"63","000","00","0310","003",1970,58.32,1408,41.68,30.27,"Y"
"63","000","00","0311","003",1675,59.31,1149,40.69,34.69,"Y"
"63","000","00","0312","003",1325,57.81,967,42.19,32.74,"Y"
"63","000","00","0313","003",1261,59.51,858,40.49,35.07,"Y"
"63","000","00","0314","003",2151,59.13,1487,40.87,35.1,"Y"
"63","000","00","0315","003",1774,58.11,1279,41.89,26.46,"Y"
"63","000","00","0316","003",1640,58.7,1154,41.3,33.58,"Y"
"63","000","00","0317","003",1717,58.18,1234,41.82,33.31,"Y"
"63","000","00","0318","003",1030,58.86,720,41.14,33.02,"Y"
"63","000","00","0319","003",996,58.62,703,41.38,33.82,"Y"
