"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",7791856,77.74,2231425,22.26,39.44,"Y"
"63","000","00","0000","000",922395,76.72,279844,23.28,41.39,"Y"
"63","000","00","0000","001",72672,77.08,21614,22.92,42.93,"Y"
"63","000","00","0102","001",1957,77.63,564,22.37,42,"Y"
"63","000","00","0103","001",2869,73.7,1024,26.3,42.4,"Y"
"63","000","00","0104","001",2495,75.79,797,24.21,41.93,"Y"
"63","000","00","0105","001",1831,76.1,575,23.9,45.4,"Y"
"63","000","00","0106","001",1946,77.47,566,22.53,43.73,"Y"
"63","000","00","0107","001",1876,77.62,541,22.38,43.84,"Y"
"63","000","00","0108","001",1800,79.37,468,20.63,44.89,"Y"
"63","000","00","0109","001",1678,76.9,504,23.1,45.23,"Y"
"63","000","00","0110","001",1613,77.03,481,22.97,43.88,"Y"
"63","000","00","0111","001",2657,76.79,803,23.21,42.1,"Y"
"63","000","00","0112","001",4034,81.31,927,18.69,47.58,"Y"
"63","000","00","0113","001",999,73.78,355,26.22,43.7,"Y"
"63","000","00","0114","001",1554,76.25,484,23.75,42.14,"Y"
"63","000","00","0115","001",2309,77.59,667,22.41,43.81,"Y"
"63","000","00","0116","001",3263,73.99,1147,26.01,42.51,"Y"
"63","000","00","0117","001",2571,79.16,677,20.84,45.22,"Y"
"63","000","00","0118","001",2439,78.32,675,21.68,34.22,"Y"
"63","000","00","0119","001",2985,74.51,1021,25.49,40.1,"Y"
"63","000","00","0120","001",2196,78.99,584,21.01,45.33,"Y"
"63","000","00","0121","001",4273,84.18,803,15.82,50.01,"Y"
"63","000","00","0122","001",3222,77.51,935,22.49,43.52,"Y"
"63","000","00","0124","001",2786,75.36,911,24.64,39.53,"Y"
"63","000","00","0125","001",2483,78.45,682,21.55,44.55,"Y"
"63","000","00","0126","001",3220,75.76,1030,24.24,41.27,"Y"
"63","000","00","0127","001",1340,75.45,436,24.55,39.47,"Y"
"63","000","00","0128","001",1236,76.63,377,23.37,42.71,"Y"
"63","000","00","0129","001",1384,76.13,434,23.87,41.72,"Y"
"63","000","00","0130","001",2325,73.41,842,26.59,40.14,"Y"
"63","000","00","0131","001",1188,78.36,328,21.64,44.85,"Y"
"63","000","00","0132","001",1618,77.16,479,22.84,43.02,"Y"
"63","000","00","0133","001",2309,75.56,747,24.44,43.12,"Y"
"63","000","00","0134","001",913,73.04,337,26.96,40.72,"Y"
"63","000","00","0135","001",1303,75.93,413,24.07,41.26,"Y"
"63","000","00","0000","002",80252,77.88,22789,22.12,42.14,"Y"
"63","000","00","0201","002",1967,81.96,433,18.04,38.19,"Y"
"63","000","00","0202","002",1737,78.07,488,21.93,43.99,"Y"
"63","000","00","0203","002",1004,78.13,281,21.87,41.05,"Y"
"63","000","00","0204","002",1227,78.05,345,21.95,39.89,"Y"
"63","000","00","0205","002",1275,78.22,355,21.78,44,"Y"
"63","000","00","0206","002",2142,77.08,637,22.92,42.38,"Y"
"63","000","00","0207","002",2043,77.56,591,22.44,44.52,"Y"
"63","000","00","0208","002",2958,77.64,852,22.36,44.37,"Y"
"63","000","00","0209","002",3808,77.45,1109,22.55,43.74,"Y"
"63","000","00","0210","002",1276,74.14,445,25.86,40,"Y"
"63","000","00","0211","002",1822,75.85,580,24.15,41.77,"Y"
"63","000","00","0212","002",1380,79.04,366,20.96,42.74,"Y"
"63","000","00","0213","002",1730,76.18,541,23.82,39.27,"Y"
"63","000","00","0214","002",1401,78.8,377,21.2,39.62,"Y"
"63","000","00","0215","002",1599,76.22,499,23.78,41.02,"Y"
"63","000","00","0216","002",2137,75.27,702,24.73,42.55,"Y"
"63","000","00","0217","002",2056,77.12,610,22.88,42.74,"Y"
"63","000","00","0218","002",1859,77.49,540,22.51,42.51,"Y"
"63","000","00","0219","002",1571,78.67,426,21.33,41.67,"Y"
"63","000","00","0220","002",2915,78.53,797,21.47,45.21,"Y"
"63","000","00","0221","002",802,76.67,244,23.33,40.02,"Y"
"63","000","00","0222","002",2604,82.88,538,17.12,45.36,"Y"
"63","000","00","0223","002",1843,76.22,575,23.78,41.43,"Y"
"63","000","00","0224","002",1684,74.41,579,25.59,42.48,"Y"
"63","000","00","0225","002",2962,76.12,929,23.88,41.95,"Y"
"63","000","00","0226","002",2223,76.18,695,23.82,40.94,"Y"
"63","000","00","0227","002",1520,76.54,466,23.46,42.12,"Y"
"63","000","00","0228","002",1809,80.51,438,19.49,40.77,"Y"
"63","000","00","0229","002",2429,77.33,712,22.67,41.18,"Y"
"63","000","00","0230","002",3545,81.18,822,18.82,45.06,"Y"
"63","000","00","0231","002",1857,78.35,513,21.65,40.18,"Y"
"63","000","00","0232","002",2558,78.01,721,21.99,42.14,"Y"
"63","000","00","0233","002",2776,78.02,782,21.98,40.24,"Y"
"63","000","00","0234","002",1753,76.15,549,23.85,42.76,"Y"
"63","000","00","0235","002",1460,78.66,396,21.34,40.65,"Y"
"63","000","00","0236","002",2668,80.46,648,19.54,42.71,"Y"
"63","000","00","0237","002",1248,78.24,347,21.76,43.91,"Y"
"63","000","00","0238","002",1456,77.08,433,22.92,39.76,"Y"
"63","000","00","0239","002",2546,78.22,709,21.78,41,"Y"
"63","000","00","0240","002",1845,78.38,509,21.62,42.81,"Y"
"63","000","00","0241","002",757,78.28,210,21.72,40.9,"Y"
"63","000","00","0000","003",105524,76.8,31885,23.2,41.77,"Y"
"63","000","00","0301","003",2041,77.46,594,22.54,42.1,"Y"
"63","000","00","0302","003",1879,75.95,595,24.05,42.84,"Y"
"63","000","00","0303","003",2552,77.24,752,22.76,44.25,"Y"
"63","000","00","0304","003",2655,73.59,953,26.41,39.07,"Y"
"63","000","00","0305","003",1670,75.53,541,24.47,37.44,"Y"
"63","000","00","0306","003",2318,79.57,595,20.43,45.75,"Y"
"63","000","00","0307","003",2231,74.42,767,25.58,37.26,"Y"
"63","000","00","0308","003",1059,72.88,394,27.12,37.58,"Y"
"63","000","00","0309","003",1346,74.04,472,25.96,36.71,"Y"
"63","000","00","0310","003",2527,76.65,770,23.35,38.83,"Y"
"63","000","00","0311","003",2032,73.36,738,26.64,42.08,"Y"
"63","000","00","0312","003",1652,73.72,589,26.28,40.82,"Y"
"63","000","00","0313","003",1554,75,518,25,43.21,"Y"
"63","000","00","0314","003",2826,79.36,735,20.64,46.11,"Y"
"63","000","00","0315","003",2223,74.1,777,25.9,33.15,"Y"
"63","000","00","0316","003",2139,78.27,594,21.73,43.8,"Y"
"63","000","00","0317","003",2181,74.87,732,25.13,42.31,"Y"
"63","000","00","0318","003",1306,74.76,441,25.24,41.87,"Y"
"63","000","00","0319","003",1313,78.02,370,21.98,44.58,"Y"
"63","000","00","0320","003",1237,75.7,397,24.3,41.54,"Y"
"63","000","00","0321","003",2010,75.76,643,24.24,43.32,"Y"
"63","000","00","0322","003",2465,77.22,727,22.78,41.84,"Y"
"63","000","00","0323","003",2774,81.83,616,18.17,48.56,"Y"
"63","000","00","0326","003",1277,74.42,439,25.58,41.31,"Y"
"63","000","00","0327","003",1696,76.64,517,23.36,40.24,"Y"
"63","000","00","0328","003",2486,80.45,604,19.55,44.91,"Y"
"63","000","00","0329","003",1808,77.73,518,22.27,39.7,"Y"
"63","000","00","0330","003",1943,75.78,621,24.22,41.67,"Y"
"63","000","00","0331","003",2104,76.29,654,23.71,38.58,"Y"
"63","000","00","0332","003",2071,75.36,677,24.64,42.89,"Y"
"63","000","00","0333","003",1519,77.26,447,22.74,41.81,"Y"
"63","000","00","0334","003",1768,78.4,487,21.6,44.67,"Y"
"63","000","00","0335","003",1625,78.39,448,21.61,42.27,"Y"
"63","000","00","0336","003",2188,79.25,573,20.75,42.49,"Y"
"63","000","00","0337","003",2821,82.97,579,17.03,46.4,"Y"
"63","000","00","0338","003",1421,77.52,412,22.48,42.92,"Y"
"63","000","00","0339","003",792,79.36,206,20.64,45.08,"Y"
"63","000","00","0340","003",3230,75.13,1069,24.87,42.09,"Y"
"63","000","00","0341","003",1509,73.75,537,26.25,41.99,"Y"
"63","000","00","0343","003",3016,75.16,997,24.84,41.7,"Y"
"63","000","00","0344","003",2143,77.31,629,22.69,42.02,"Y"
"63","000","00","0346","003",2049,77.32,601,22.68,42.24,"Y"
"63","000","00","0347","003",2929,77.49,851,22.51,43.1,"Y"
"63","000","00","0348","003",1797,79.09,475,20.91,41.67,"Y"
"63","000","00","0349","003",1685,76.38,521,23.62,39.61,"Y"
