"prv_code","city_code","area_code","li_code","dept_code","vote_to_votable"
"00","000","00","0000","000",41.09
"63","000","00","0000","000",47.07
"63","000","00","0000","010",49.44
"63","000","00","0002","010",45.51
"63","000","00","0003","010",52.8
"63","000","00","0004","010",51.51
"63","000","00","0005","010",51.66
"63","000","00","0006","010",51.13
"63","000","00","0007","010",49.99
"63","000","00","0008","010",48.94
"63","000","00","0009","010",50.99
"63","000","00","0010","010",50.49
"63","000","00","0011","010",50.59
"63","000","00","0012","010",51.38
"63","000","00","0013","010",54.03
"63","000","00","0014","010",50.82
"63","000","00","0015","010",51.89
"63","000","00","0016","010",51.87
"63","000","00","0017","010",53.02
"63","000","00","0018","010",38.56
"63","000","00","0019","010",46.32
"63","000","00","0020","010",49.78
"63","000","00","0021","010",52.04
"63","000","00","0022","010",48.81
"63","000","00","0024","010",46.79
"63","000","00","0025","010",50.32
"63","000","00","0026","010",45.87
"63","000","00","0027","010",47.9
"63","000","00","0028","010",49.34
"63","000","00","0029","010",46.07
"63","000","00","0030","010",52.15
"63","000","00","0031","010",50.79
"63","000","00","0032","010",49.11
"63","000","00","0033","010",48.6
"63","000","00","0034","010",49.6
"63","000","00","0035","010",48.47
"63","000","00","0000","020",46.76
"63","000","00","0001","020",42.92
"63","000","00","0002","020",52.64
"63","000","00","0003","020",45.82
"63","000","00","0004","020",45.02
"63","000","00","0005","020",49.23
"63","000","00","0006","020",46.35
"63","000","00","0007","020",45.95
"63","000","00","0008","020",48.65
"63","000","00","0009","020",46.29
"63","000","00","0010","020",46.2
"63","000","00","0011","020",47.84
"63","000","00","0012","020",47.88
"63","000","00","0013","020",48.05
"63","000","00","0014","020",42.2
"63","000","00","0015","020",43.43
"63","000","00","0016","020",49.43
"63","000","00","0017","020",47.3
"63","000","00","0018","020",46.1
"63","000","00","0019","020",46.9
"63","000","00","0020","020",46.28
"63","000","00","0021","020",45.69
"63","000","00","0022","020",46.01
"63","000","00","0023","020",46.27
"63","000","00","0024","020",49.78
"63","000","00","0025","020",45.9
"63","000","00","0026","020",48.06
"63","000","00","0027","020",44.35
"63","000","00","0028","020",47.69
"63","000","00","0029","020",46.02
"63","000","00","0030","020",47.65
"63","000","00","0031","020",45.65
"63","000","00","0032","020",46.46
"63","000","00","0033","020",42.26
"63","000","00","0034","020",48.75
"63","000","00","0035","020",45.23
"63","000","00","0036","020",48.93
"63","000","00","0037","020",49.24
"63","000","00","0038","020",45.75
"63","000","00","0039","020",49.32
"63","000","00","0040","020",48.42
"63","000","00","0041","020",43.19
"63","000","00","0000","030",48.64
"63","000","00","0001","030",49.83
"63","000","00","0002","030",50.81
"63","000","00","0003","030",48.38
"63","000","00","0004","030",49.21
"63","000","00","0005","030",45.8
"63","000","00","0006","030",52.69
"63","000","00","0007","030",47.91
"63","000","00","0008","030",50.46
"63","000","00","0009","030",49.14
"63","000","00","0010","030",46.27
"63","000","00","0011","030",51.41
"63","000","00","0012","030",47.63
"63","000","00","0013","030",51.76
"63","000","00","0014","030",47.97
"63","000","00","0015","030",36.69
"63","000","00","0016","030",49.29
"63","000","00","0017","030",47.3
"63","000","00","0018","030",48.4
"63","000","00","0019","030",49.85
"63","000","00","0020","030",50.4
"63","000","00","0021","030",51.44
"63","000","00","0022","030",48.53
"63","000","00","0023","030",52.6
"63","000","00","0026","030",50.39
"63","000","00","0027","030",51.13
"63","000","00","0028","030",51.41
"63","000","00","0029","030",44.59
"63","000","00","0030","030",46.8
"63","000","00","0031","030",47.7
"63","000","00","0032","030",48.13
"63","000","00","0033","030",46.81
"63","000","00","0034","030",50.54
"63","000","00","0035","030",48.74
"63","000","00","0036","030",49.46
"63","000","00","0037","030",54.07
"63","000","00","0038","030",49.82
"63","000","00","0039","030",51.07
"63","000","00","0040","030",49.91
"63","000","00","0041","030",52.71
"63","000","00","0043","030",52.82
"63","000","00","0044","030",48.14
"63","000","00","0046","030",45.31
"63","000","00","0047","030",49.98
"63","000","00","0048","030",48.27
"63","000","00","0049","030",45.26
"63","000","00","0050","030",45.61
"63","000","00","0051","030",46.49
"63","000","00","0052","030",46.62
"63","000","00","0053","030",47.99
"63","000","00","0054","030",45.7
"63","000","00","0055","030",47.08
"63","000","00","0056","030",49.56
"63","000","00","0057","030",45.23
"63","000","00","0000","040",46.26
"63","000","00","0001","040",45.83
"63","000","00","0002","040",41
"63","000","00","0003","040",44.23
"63","000","00","0004","040",48.37
"63","000","00","0005","040",43.95
"63","000","00","0006","040",42.66
"63","000","00","0007","040",39.51
"63","000","00","0008","040",46.16
"63","000","00","0009","040",43.16
"63","000","00","0010","040",41.6
"63","000","00","0011","040",41.6
"63","000","00","0012","040",43.43
"63","000","00","0013","040",50.79
"63","000","00","0014","040",50.04
"63","000","00","0015","040",47.16
"63","000","00","0016","040",49.82
"63","000","00","0017","040",46.02
"63","000","00","0018","040",44.6
"63","000","00","0019","040",47.27
"63","000","00","0020","040",48.19
"63","000","00","0021","040",48.03
"63","000","00","0022","040",46.15
"63","000","00","0023","040",45.67
"63","000","00","0024","040",35.58
"63","000","00","0025","040",45.55
"63","000","00","0026","040",43.36
"63","000","00","0027","040",48.31
"63","000","00","0028","040",49.23
"63","000","00","0029","040",49.1
"63","000","00","0030","040",48.42
"63","000","00","0031","040",50.23
"63","000","00","0032","040",47.35
"63","000","00","0033","040",48.76
"63","000","00","0034","040",42.72
"63","000","00","0035","040",52.73
"63","000","00","0036","040",48.26
"63","000","00","0037","040",47.62
"63","000","00","0038","040",47.79
"63","000","00","0039","040",48.11
"63","000","00","0040","040",48.95
"63","000","00","0041","040",45.5
"63","000","00","0042","040",50.02
"63","000","00","0000","050",48.24
"63","000","00","0001","050",46.94
"63","000","00","0002","050",42.71
"63","000","00","0003","050",51.35
"63","000","00","0004","050",47.49
"63","000","00","0005","050",51.53
