"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",7083379,67.44,3419624,32.56,35.85,"Y"
"63","000","00","0000","000",779447,62.74,462976,37.26,34.98,"Y"
"63","000","00","0000","001",60838,62.98,35764,37.02,35.94,"Y"
"63","000","00","0102","001",1685,63.8,956,36.2,36.16,"Y"
"63","000","00","0103","001",2488,62.4,1499,37.6,36.77,"Y"
"63","000","00","0104","001",2192,65.22,1169,34.78,36.84,"Y"
"63","000","00","0105","001",1499,60.98,959,39.02,37.17,"Y"
"63","000","00","0106","001",1614,62.49,969,37.51,36.27,"Y"
"63","000","00","0107","001",1595,63.65,911,36.35,37.28,"Y"
"63","000","00","0108","001",1474,63.56,845,36.44,36.76,"Y"
"63","000","00","0109","001",1415,63.17,825,36.83,38.14,"Y"
"63","000","00","0110","001",1382,64.1,774,35.9,37.6,"Y"
"63","000","00","0111","001",2265,63.36,1310,36.64,35.89,"Y"
"63","000","00","0112","001",3321,65.8,1726,34.2,39.17,"Y"
"63","000","00","0113","001",827,59.37,566,40.63,36.18,"Y"
"63","000","00","0114","001",1349,64.15,754,35.85,36.58,"Y"
"63","000","00","0115","001",1959,64.53,1077,35.47,37.17,"Y"
"63","000","00","0116","001",2752,60.9,1767,39.1,35.86,"Y"
"63","000","00","0117","001",2179,65.26,1160,34.74,38.33,"Y"
"63","000","00","0118","001",1930,60.46,1262,39.54,27.08,"Y"
"63","000","00","0119","001",2551,61.87,1572,38.13,34.27,"Y"
"63","000","00","0120","001",1836,65.13,983,34.87,37.89,"Y"
"63","000","00","0121","001",3438,67.28,1672,32.72,40.24,"Y"
"63","000","00","0122","001",2567,60.44,1680,39.56,34.67,"Y"
"63","000","00","0124","001",2298,60.87,1477,39.13,32.61,"Y"
"63","000","00","0125","001",2084,64.78,1133,35.22,37.39,"Y"
"63","000","00","0126","001",2679,61.01,1712,38.99,34.33,"Y"
"63","000","00","0127","001",1127,61.96,692,38.04,33.2,"Y"
"63","000","00","0128","001",1040,63.49,598,36.51,35.94,"Y"
"63","000","00","0129","001",1156,63.17,674,36.83,34.85,"Y"
"63","000","00","0130","001",1938,59.45,1322,40.55,33.46,"Y"
"63","000","00","0131","001",988,63.29,573,36.71,37.3,"Y"
"63","000","00","0132","001",1363,63.01,800,36.99,36.24,"Y"
"63","000","00","0133","001",1981,63.29,1149,36.71,36.99,"Y"
"63","000","00","0134","001",801,62.19,487,37.81,35.73,"Y"
"63","000","00","0135","001",1065,59.97,711,40.03,33.72,"Y"
"63","000","00","0000","002",67363,63.19,39247,36.81,35.37,"Y"
"63","000","00","0201","002",1642,67.24,800,32.76,31.88,"Y"
"63","000","00","0202","002",1480,64.12,828,35.88,37.48,"Y"
"63","000","00","0203","002",817,62.51,490,37.49,33.4,"Y"
"63","000","00","0204","002",1010,62.15,615,37.85,32.83,"Y"
"63","000","00","0205","002",1061,63.27,616,36.73,36.61,"Y"
"63","000","00","0206","002",1813,63.52,1041,36.48,35.87,"Y"
"63","000","00","0207","002",1690,62.11,1031,37.89,36.83,"Y"
"63","000","00","0208","002",2449,63.12,1431,36.88,36.73,"Y"
"63","000","00","0209","002",3203,64.16,1789,35.84,36.79,"Y"
"63","000","00","0210","002",1128,64.31,626,35.69,35.36,"Y"
"63","000","00","0211","002",1490,60.92,956,39.08,34.16,"Y"
"63","000","00","0212","002",1116,63.48,642,36.52,34.56,"Y"
"63","000","00","0213","002",1479,62.46,889,37.54,33.58,"Y"
"63","000","00","0214","002",1198,63.52,688,36.48,33.88,"Y"
"63","000","00","0215","002",1389,63.6,795,36.4,35.63,"Y"
"63","000","00","0216","002",1774,60.05,1180,39.95,35.32,"Y"
"63","000","00","0217","002",1699,62.05,1039,37.95,35.31,"Y"
"63","000","00","0218","002",1595,63.12,932,36.88,36.47,"Y"
"63","000","00","0219","002",1256,61.36,791,38.64,33.32,"Y"
"63","000","00","0220","002",2391,62.71,1422,37.29,37.08,"Y"
"63","000","00","0221","002",656,60.91,421,39.09,32.73,"Y"
"63","000","00","0222","002",2073,63.76,1178,36.24,36.11,"Y"
"63","000","00","0223","002",1540,61.75,954,38.25,34.62,"Y"
"63","000","00","0224","002",1441,61.93,886,38.07,36.35,"Y"
"63","000","00","0225","002",2471,61.41,1553,38.59,35,"Y"
"63","000","00","0226","002",1923,62.84,1137,37.16,35.41,"Y"
"63","000","00","0227","002",1277,62.38,770,37.62,35.38,"Y"
