"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",5895560,59.49,4014215,40.51,29.84,"Y"
"63","000","00","0000","000",698579,58.55,494516,41.45,31.35,"Y"
"63","000","00","0000","001",55200,59.21,38025,40.79,32.61,"Y"
"63","000","00","0102","001",1520,60.56,990,39.44,32.62,"Y"
"63","000","00","0103","001",2187,57.06,1646,42.94,32.32,"Y"
"63","000","00","0104","001",1948,59.17,1344,40.83,32.74,"Y"
"63","000","00","0105","001",1395,58.79,978,41.21,34.59,"Y"
"63","000","00","0106","001",1343,54.37,1127,45.63,30.18,"Y"
"63","000","00","0107","001",1390,57.58,1024,42.42,32.48,"Y"
"63","000","00","0108","001",1392,61.78,861,38.22,34.71,"Y"
"63","000","00","0109","001",1220,56.12,954,43.88,32.88,"Y"
"63","000","00","0110","001",1228,59.21,846,40.79,33.41,"Y"
"63","000","00","0111","001",2051,59.69,1385,40.31,32.5,"Y"
"63","000","00","0112","001",3134,63.47,1804,36.53,36.97,"Y"
"63","000","00","0113","001",757,56.58,581,43.42,33.11,"Y"
"63","000","00","0114","001",1181,58.76,829,41.24,32.02,"Y"
"63","000","00","0115","001",1781,60.41,1167,39.59,33.79,"Y"
"63","000","00","0116","001",2486,56.71,1898,43.29,32.39,"Y"
"63","000","00","0117","001",1915,60.18,1267,39.82,33.69,"Y"
"63","000","00","0118","001",1701,55.07,1388,44.93,23.87,"Y"
"63","000","00","0119","001",2257,57.05,1699,42.95,30.32,"Y"
"63","000","00","0120","001",1688,61.45,1059,38.55,34.84,"Y"
"63","000","00","0121","001",3433,68.54,1576,31.46,40.18,"Y"
"63","000","00","0122","001",2483,59.85,1666,40.15,33.54,"Y"
"63","000","00","0124","001",2090,57.03,1575,42.97,29.66,"Y"
"63","000","00","0125","001",1916,61.67,1191,38.33,34.38,"Y"
"63","000","00","0126","001",2541,60.06,1690,39.94,32.56,"Y"
"63","000","00","0127","001",1006,57.19,753,42.81,29.63,"Y"
"63","000","00","0128","001",920,57.57,678,42.43,31.79,"Y"
"63","000","00","0129","001",1047,59.09,725,40.91,31.56,"Y"
"63","000","00","0130","001",1734,55.47,1392,44.53,29.94,"Y"
"63","000","00","0131","001",844,57.03,636,42.97,31.86,"Y"
"63","000","00","0132","001",1212,62.25,735,37.75,32.23,"Y"
"63","000","00","0133","001",1750,57.99,1268,42.01,32.68,"Y"
"63","000","00","0134","001",678,54.77,560,45.23,30.24,"Y"
"63","000","00","0135","001",972,57.01,733,42.99,30.78,"Y"
"63","000","00","0000","002",60987,59.5,41507,40.5,32.02,"Y"
"63","000","00","0201","002",1560,65.35,827,34.65,30.29,"Y"
"63","000","00","0202","002",1370,61.22,868,38.78,34.69,"Y"
"63","000","00","0203","002",764,60.3,503,39.7,31.23,"Y"
"63","000","00","0204","002",945,60.08,628,39.92,30.72,"Y"
"63","000","00","0205","002",981,59.82,659,40.18,33.85,"Y"
"63","000","00","0206","002",1622,58.92,1131,41.08,32.09,"Y"
"63","000","00","0207","002",1501,57.31,1118,42.69,32.71,"Y"
"63","000","00","0208","002",2245,59.55,1525,40.45,33.67,"Y"
"63","000","00","0209","002",2797,57.5,2067,42.5,32.13,"Y"
"63","000","00","0210","002",1000,58.65,705,41.35,31.35,"Y"
"63","000","00","0211","002",1318,55.82,1043,44.18,30.22,"Y"
"63","000","00","0212","002",1011,59.3,694,40.7,31.31,"Y"
"63","000","00","0213","002",1317,57.84,960,42.16,29.9,"Y"
"63","000","00","0214","002",1055,59.98,704,40.02,29.84,"Y"
"63","000","00","0215","002",1168,56.7,892,43.3,29.96,"Y"
"63","000","00","0216","002",1599,56.9,1211,43.1,31.84,"Y"
"63","000","00","0217","002",1569,59.36,1074,40.64,32.61,"Y"
"63","000","00","0218","002",1418,58.77,995,41.23,32.43,"Y"
"63","000","00","0219","002",1191,60.46,779,39.54,31.59,"Y"
"63","000","00","0220","002",2234,60.61,1452,39.39,34.65,"Y"
"63","000","00","0221","002",592,56.87,449,43.13,29.54,"Y"
"63","000","00","0222","002",1851,59.25,1273,40.75,32.24,"Y"
"63","000","00","0223","002",1390,57.11,1044,42.89,31.25,"Y"
"63","000","00","0224","002",1266,57.23,946,42.77,31.94,"Y"
"63","000","00","0225","002",2196,56.76,1673,43.24,31.1,"Y"
"63","000","00","0226","002",1702,58.57,1204,41.43,31.34,"Y"
"63","000","00","0227","002",1140,57.75,834,42.25,31.59,"Y"
"63","000","00","0228","002",1414,61.59,882,38.41,31.87,"Y"
"63","000","00","0229","002",1896,60.71,1227,39.29,32.15,"Y"
"63","000","00","0230","002",2659,61.35,1675,38.65,33.8,"Y"
"63","000","00","0231","002",1437,61.2,911,38.8,31.09,"Y"
"63","000","00","0232","002",2059,63.02,1208,36.98,33.92,"Y"
"63","000","00","0233","002",2059,59.3,1413,40.7,29.84,"Y"
"63","000","00","0234","002",1328,59.93,888,40.07,32.39,"Y"
"63","000","00","0235","002",1177,63.04,690,36.96,32.77,"Y"
"63","000","00","0236","002",2066,60.46,1351,39.54,33.07,"Y"
"63","000","00","0237","002",972,59.05,674,40.95,34.2,"Y"
"63","000","00","0238","002",1160,60.1,770,39.9,31.68,"Y"
"63","000","00","0239","002",1969,60.7,1275,39.3,31.71,"Y"
"63","000","00","0240","002",1394,59.93,932,40.07,32.34,"Y"
"63","000","00","0241","002",595,62.76,353,37.24,32.14,"Y"
"63","000","00","0000","003",80894,59.32,55473,40.68,32.02,"Y"
"63","000","00","0301","003",1617,61.39,1017,38.61,33.35,"Y"
"63","000","00","0302","003",1435,58.57,1015,41.43,32.72,"Y"
"63","000","00","0303","003",1959,59.51,1333,40.49,33.97,"Y"
"63","000","00","0304","003",2139,58.3,1530,41.7,31.48,"Y"
"63","000","00","0305","003",1277,57.86,930,42.14,28.63,"Y"
"63","000","00","0306","003",1790,61.49,1121,38.51,35.33,"Y"
"63","000","00","0307","003",1731,57.97,1255,42.03,28.91,"Y"
"63","000","00","0308","003",817,56.23,636,43.77,28.99,"Y"
"63","000","00","0309","003",998,55.48,801,44.52,27.22,"Y"
"63","000","00","0310","003",1873,57.26,1398,42.74,28.78,"Y"
"63","000","00","0311","003",1530,55.64,1220,44.36,31.68,"Y"
"63","000","00","0312","003",1283,57.23,959,42.77,31.7,"Y"
"63","000","00","0313","003",1225,59.55,832,40.45,34.07,"Y"
"63","000","00","0314","003",2051,58.12,1478,41.88,33.46,"Y"
"63","000","00","0315","003",1773,59.02,1231,40.98,26.44,"Y"
"63","000","00","0316","003",1624,58.99,1129,41.01,33.25,"Y"
"63","000","00","0317","003",1664,57.9,1210,42.1,32.28,"Y"
"63","000","00","0318","003",954,57.06,718,42.94,30.59,"Y"
"63","000","00","0319","003",1002,60.29,660,39.71,34.02,"Y"
"63","000","00","0320","003",1009,61.41,634,38.59,33.88,"Y"
"63","000","00","0321","003",1564,59.47,1066,40.53,33.71,"Y"
"63","000","00","0322","003",1956,60.56,1274,39.44,33.2,"Y"
"63","000","00","0323","003",2158,64.53,1186,35.47,37.78,"Y"
"63","000","00","0326","003",987,57.82,720,42.18,31.93,"Y"
"63","000","00","0327","003",1322,59.18,912,40.82,31.36,"Y"
"63","000","00","0328","003",1844,59.14,1274,40.86,33.32,"Y"
"63","000","00","0329","003",1366,59.55,928,40.45,30,"Y"
"63","000","00","0330","003",1497,58.32,1070,41.68,32.1,"Y"
"63","000","00","0331","003",1604,58.45,1140,41.55,29.42,"Y"
"63","000","00","0332","003",1591,59.14,1099,40.86,32.95,"Y"
"63","000","00","0333","003",1167,59.82,784,40.18,32.12,"Y"
"63","000","00","0334","003",1446,64.7,789,35.3,36.53,"Y"
"63","000","00","0335","003",1229,59.92,822,40.08,31.97,"Y"
"63","000","00","0336","003",1708,62.7,1016,37.3,33.17,"Y"
"63","000","00","0337","003",2260,67.2,1103,32.8,37.17,"Y"
"63","000","00","0338","003",1022,56.97,772,43.03,30.87,"Y"
"63","000","00","0339","003",305,44.14,386,55.86,17.36,"Y"
"63","000","00","0340","003",2599,59.27,1786,40.73,33.87,"Y"
"63","000","00","0341","003",1141,56.21,889,43.79,31.75,"Y"
"63","000","00","0343","003",2329,58.15,1676,41.85,32.2,"Y"
"63","000","00","0344","003",1657,59.88,1110,40.12,32.49,"Y"
"63","000","00","0346","003",1526,59.03,1059,40.97,31.46,"Y"
"63","000","00","0347","003",2253,59.94,1506,40.06,33.15,"Y"
"63","000","00","0348","003",1343,60.31,884,39.69,31.15,"Y"
"63","000","00","0349","003",1309,60.13,868,39.87,30.77,"Y"
"63","000","00","0350","003",1558,57.07,1172,42.93,29.58,"Y"
"63","000","00","0351","003",1621,56.98,1224,43.02,30.46,"Y"
"63","000","00","0352","003",1250,58.77,877,41.23,30.31,"Y"
"63","000","00","0353","003",1669,59.8,1122,40.2,32.29,"Y"
"63","000","00","0354","003",1214,60.49,793,39.51,33.29,"Y"
"63","000","00","0355","003",1761,60.41,1154,39.59,32.4,"Y"
"63","000","00","0356","003",2118,60,1412,40,32.42,"Y"
"63","000","00","0357","003",769,60.94,493,39.06,33.05,"Y"
"63","000","00","0000","004",58611,56.89,44414,43.11,30.03,"Y"
"63","000","00","0401","004",827,54.88,680,45.12,28.98,"Y"
"63","000","00","0402","004",1275,56.89,966,43.11,26.81,"Y"
"63","000","00","0403","004",919,54.48,768,45.52,27.98,"Y"
"63","000","00","0404","004",1186,52.36,1079,47.64,29.31,"Y"
"63","000","00","0405","004",692,58.99,481,41.01,29.33,"Y"
"63","000","00","0406","004",1714,56.91,1298,43.09,28.26,"Y"
"63","000","00","0407","004",969,54.44,811,45.56,25.35,"Y"
"63","000","00","0408","004",1777,55.95,1399,44.05,28.9,"Y"
"63","000","00","0409","004",1077,57.62,792,42.38,30.08,"Y"
"63","000","00","0410","004",1217,56.24,947,43.76,28.26,"Y"
"63","000","00","0411","004",1368,56.79,1041,43.21,27.82,"Y"
