"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",7658008,72.48,2907429,27.52,38.76,"Y"
"63","000","00","0000","000",818887,65.59,429583,34.41,36.75,"Y"
"63","000","00","0000","001",63084,65.06,33872,34.94,37.27,"Y"
"63","000","00","0102","001",1739,66.05,894,33.95,37.32,"Y"
"63","000","00","0103","001",2570,64.17,1435,35.83,37.98,"Y"
"63","000","00","0104","001",2119,62.18,1289,37.82,35.61,"Y"
"63","000","00","0105","001",1557,63.42,898,36.58,38.61,"Y"
"63","000","00","0106","001",1629,64.03,915,35.97,36.61,"Y"
"63","000","00","0107","001",1646,65.42,870,34.58,38.47,"Y"
"63","000","00","0108","001",1509,64.68,824,35.32,37.63,"Y"
"63","000","00","0109","001",1471,65.61,771,34.39,39.65,"Y"
"63","000","00","0110","001",1416,65.16,757,34.84,38.52,"Y"
"63","000","00","0111","001",2379,65.61,1247,34.39,37.7,"Y"
"63","000","00","0112","001",3444,67.84,1633,32.16,40.62,"Y"
"63","000","00","0113","001",883,63.3,512,36.7,38.63,"Y"
"63","000","00","0114","001",1418,67.62,679,32.38,38.45,"Y"
"63","000","00","0115","001",2030,66.25,1034,33.75,38.51,"Y"
"63","000","00","0116","001",2836,62.69,1688,37.31,36.95,"Y"
"63","000","00","0117","001",2250,67.2,1098,32.8,39.58,"Y"
"63","000","00","0118","001",2031,63.19,1183,36.81,28.5,"Y"
"63","000","00","0119","001",2672,64.43,1475,35.57,35.9,"Y"
"63","000","00","0120","001",1855,65.29,986,34.71,38.29,"Y"
"63","000","00","0121","001",3435,67.82,1630,32.18,40.2,"Y"
"63","000","00","0122","001",2814,65.87,1458,34.13,38.01,"Y"
"63","000","00","0124","001",2403,63.22,1398,36.78,34.1,"Y"
"63","000","00","0125","001",2155,66.23,1099,33.77,38.67,"Y"
"63","000","00","0126","001",2800,63.99,1576,36.01,35.88,"Y"
"63","000","00","0127","001",1189,64.97,641,35.03,35.02,"Y"
"63","000","00","0128","001",1099,66.05,565,33.95,37.98,"Y"
"63","000","00","0129","001",1207,65.28,642,34.72,36.39,"Y"
"63","000","00","0130","001",2057,63.33,1191,36.67,35.51,"Y"
"63","000","00","0131","001",1039,66.56,522,33.44,39.22,"Y"
"63","000","00","0132","001",1403,64.83,761,35.17,37.3,"Y"
"63","000","00","0133","001",2061,65.49,1086,34.51,38.49,"Y"
"63","000","00","0134","001",815,62.84,482,37.16,36.35,"Y"
"63","000","00","0135","001",1153,64.56,633,35.44,36.51,"Y"
"63","000","00","0000","002",71262,66.37,36103,33.63,37.42,"Y"
"63","000","00","0201","002",1684,68.93,759,31.07,32.69,"Y"
"63","000","00","0202","002",1547,66.45,781,33.55,39.17,"Y"
"63","000","00","0203","002",868,66.01,447,33.99,35.49,"Y"
"63","000","00","0204","002",1029,62.71,612,37.29,33.45,"Y"
"63","000","00","0205","002",1071,63.98,603,36.02,36.96,"Y"
"63","000","00","0206","002",1935,67.49,932,32.51,38.29,"Y"
"63","000","00","0207","002",1727,63.31,1001,36.69,37.63,"Y"
"63","000","00","0208","002",2585,66.44,1306,33.56,38.77,"Y"
"63","000","00","0209","002",3350,66.38,1697,33.62,38.48,"Y"
"63","000","00","0210","002",1205,67.28,586,32.72,37.77,"Y"
"63","000","00","0211","002",1643,65.69,858,34.31,37.67,"Y"
"63","000","00","0212","002",1222,68.12,572,31.88,37.84,"Y"
"63","000","00","0213","002",1559,66.03,802,33.97,35.39,"Y"
"63","000","00","0214","002",1312,69.09,587,30.91,37.1,"Y"
"63","000","00","0215","002",1441,66.1,739,33.9,36.97,"Y"
"63","000","00","0216","002",1910,64.42,1055,35.58,38.03,"Y"
"63","000","00","0217","002",1812,65.77,943,34.23,37.66,"Y"
"63","000","00","0218","002",1744,68.31,809,31.69,39.88,"Y"
"63","000","00","0219","002",1335,64.81,725,35.19,35.41,"Y"
"63","000","00","0220","002",2610,67.1,1280,32.9,40.48,"Y"
"63","000","00","0221","002",711,66.02,366,33.98,35.48,"Y"
"63","000","00","0222","002",2155,65.66,1127,34.34,37.54,"Y"
"63","000","00","0223","002",1647,66.06,846,33.94,37.03,"Y"
"63","000","00","0224","002",1570,66.33,797,33.67,39.61,"Y"
"63","000","00","0225","002",2635,64.85,1428,35.15,37.32,"Y"
"63","000","00","0226","002",2061,67.22,1005,32.78,37.96,"Y"
"63","000","00","0227","002",1378,66.96,680,33.04,38.18,"Y"
"63","000","00","0228","002",1612,67.45,778,32.55,36.33,"Y"
"63","000","00","0229","002",2241,67.87,1061,32.13,38,"Y"
"63","000","00","0230","002",3069,67.72,1463,32.28,39.01,"Y"
"63","000","00","0231","002",1626,65.83,844,34.17,35.18,"Y"
"63","000","00","0232","002",2221,65.52,1169,34.48,36.59,"Y"
"63","000","00","0233","002",2472,66.08,1269,33.92,35.83,"Y"
"63","000","00","0234","002",1576,66.44,796,33.56,38.44,"Y"
"63","000","00","0235","002",1331,67.36,645,32.64,37.05,"Y"
"63","000","00","0236","002",2273,63.81,1289,36.19,36.39,"Y"
"63","000","00","0237","002",1125,66.77,560,33.23,39.58,"Y"
"63","000","00","0238","002",1331,65.5,701,34.5,36.35,"Y"
"63","000","00","0239","002",2216,65.41,1172,34.59,35.68,"Y"
"63","000","00","0240","002",1686,68.93,760,31.07,39.12,"Y"
"63","000","00","0241","002",737,74.44,253,25.56,39.82,"Y"
"63","000","00","0000","003",91356,64.59,50083,35.41,36.16,"Y"
"63","000","00","0301","003",1782,66.15,912,33.85,36.76,"Y"
"63","000","00","0302","003",1543,60.65,1001,39.35,35.18,"Y"
"63","000","00","0303","003",2135,63.24,1241,36.76,37.02,"Y"
"63","000","00","0304","003",2385,63.84,1351,36.16,35.1,"Y"
"63","000","00","0305","003",1575,68.36,729,31.64,35.31,"Y"
"63","000","00","0306","003",2033,68.31,943,31.69,40.12,"Y"
"63","000","00","0307","003",1997,64.61,1094,35.39,33.35,"Y"
"63","000","00","0308","003",975,65.75,508,34.25,34.6,"Y"
"63","000","00","0309","003",1251,65.81,650,34.19,34.12,"Y"
"63","000","00","0310","003",2196,64.84,1191,35.16,33.74,"Y"
"63","000","00","0311","003",1772,62.33,1071,37.67,36.69,"Y"
"63","000","00","0312","003",1440,61.96,884,38.04,35.58,"Y"
"63","000","00","0313","003",1348,63.35,780,36.65,37.49,"Y"
"63","000","00","0314","003",2369,64.48,1305,35.52,38.65,"Y"
"63","000","00","0315","003",1868,60.57,1216,39.43,27.86,"Y"
"63","000","00","0316","003",1758,62.41,1059,37.59,36,"Y"
"63","000","00","0317","003",1795,60.36,1179,39.64,34.82,"Y"
"63","000","00","0318","003",1141,65.01,614,34.99,36.58,"Y"
"63","000","00","0319","003",1084,67.79,515,32.21,36.81,"Y"
"63","000","00","0320","003",1094,65.75,570,34.25,36.74,"Y"
"63","000","00","0321","003",1764,64.33,978,35.67,38.02,"Y"
"63","000","00","0322","003",2170,64.97,1170,35.03,36.84,"Y"
"63","000","00","0323","003",2289,65.87,1186,34.13,40.07,"Y"
"63","000","00","0326","003",1146,64.2,639,35.8,37.08,"Y"
"63","000","00","0327","003",1518,65.54,798,34.46,36.01,"Y"
"63","000","00","0328","003",2077,64.24,1156,35.76,37.52,"Y"
"63","000","00","0329","003",1608,66.2,821,33.8,35.31,"Y"
"63","000","00","0330","003",1697,64.43,937,35.57,36.39,"Y"
"63","000","00","0331","003",1874,64.8,1018,35.2,34.37,"Y"
"63","000","00","0332","003",1886,66.43,953,33.57,39.06,"Y"
"63","000","00","0333","003",1369,66.75,682,33.25,37.68,"Y"
"63","000","00","0334","003",1484,64.97,800,35.03,37.49,"Y"
"63","000","00","0335","003",1359,64.07,762,35.93,35.35,"Y"
"63","000","00","0336","003",1850,65.56,972,34.44,35.93,"Y"
"63","000","00","0337","003",2381,68.44,1098,31.56,39.16,"Y"
"63","000","00","0338","003",1176,63.29,682,36.71,35.52,"Y"
"63","000","00","0339","003",660,64.33,366,35.67,37.56,"Y"
"63","000","00","0340","003",2828,62.39,1705,37.61,36.85,"Y"
"63","000","00","0341","003",1303,60.72,843,39.28,36.25,"Y"
"63","000","00","0343","003",2655,63.93,1498,36.07,36.71,"Y"
"63","000","00","0344","003",1905,68.8,864,31.2,37.35,"Y"
"63","000","00","0346","003",1842,66.57,925,33.43,37.97,"Y"
"63","000","00","0347","003",2506,64.55,1376,35.45,36.87,"Y"
"63","000","00","0348","003",1548,64.93,836,35.07,35.9,"Y"
"63","000","00","0349","003",1508,66.17,771,33.83,35.45,"Y"
"63","000","00","0350","003",1832,64.9,991,35.1,34.78,"Y"
"63","000","00","0351","003",1914,64.55,1051,35.45,35.97,"Y"
"63","000","00","0352","003",1416,63.73,806,36.27,34.34,"Y"
"63","000","00","0353","003",1830,63.26,1063,36.74,35.4,"Y"
"63","000","00","0354","003",1292,62.81,765,37.19,35.43,"Y"
"63","000","00","0355","003",1953,65.8,1015,34.2,35.93,"Y"
"63","000","00","0356","003",2280,62.88,1346,37.12,34.89,"Y"
