"prv_code","city_code","area_code","li_code","dept_code","vote_to_votable"
"00","000","00","0000","000",55.75
"63","000","00","0000","000",58.07
"63","000","00","0000","001",59.45
"63","000","00","0102","001",58.41
"63","000","00","0103","001",61.61
"63","000","00","0104","001",59.93
"63","000","00","0105","001",62.78
"63","000","00","0106","001",59.98
"63","000","00","0107","001",61.46
"63","000","00","0108","001",60.25
"63","000","00","0109","001",62.99
"63","000","00","0110","001",60.61
"63","000","00","0111","001",59.21
"63","000","00","0112","001",61.81
"63","000","00","0113","001",63.52
"63","000","00","0114","001",59.27
"63","000","00","0115","001",59.91
"63","000","00","0116","001",61.32
"63","000","00","0117","001",60.49
"63","000","00","0118","001",47.24
"63","000","00","0119","001",58.32
"63","000","00","0120","001",61.14
"63","000","00","0121","001",61.94
"63","000","00","0122","001",59.87
"63","000","00","0124","001",55.53
"63","000","00","0125","001",60.72
"63","000","00","0126","001",58.2
"63","000","00","0127","001",56.11
"63","000","00","0128","001",59.57
"63","000","00","0129","001",57.88
"63","000","00","0130","001",58.3
"63","000","00","0131","001",61.19
"63","000","00","0132","001",59.56
"63","000","00","0133","001",60.82
"63","000","00","0134","001",59.55
"63","000","00","0135","001",58.17
"63","000","00","0000","002",58.29
"63","000","00","0201","002",48.83
"63","000","00","0202","002",61.05
"63","000","00","0203","002",56.17
"63","000","00","0204","002",54.71
"63","000","00","0205","002",59.21
"63","000","00","0206","002",59.24
"63","000","00","0207","002",61.54
"63","000","00","0208","002",60.33
"63","000","00","0209","002",59.57
"63","000","00","0210","002",58.87
"63","000","00","0211","002",59.22
"63","000","00","0212","002",57.91
"63","000","00","0213","002",55.75
"63","000","00","0214","002",55.85
"63","000","00","0215","002",58.88
"63","000","00","0216","002",61.77
"63","000","00","0217","002",59.26
"63","000","00","0218","002",62.68
"63","000","00","0219","002",56.71
"63","000","00","0220","002",61.4
"63","000","00","0221","002",56.79
"63","000","00","0222","002",58.2
"63","000","00","0223","002",58.09
"63","000","00","0224","002",62.08
"63","000","00","0225","002",58.02
"63","000","00","0226","002",58.23
"63","000","00","0227","002",59.46
"63","000","00","0228","002",55.06
"63","000","00","0229","002",57.6
"63","000","00","0230","002",59.9
"63","000","00","0231","002",55.13
"63","000","00","0232","002",55.9
"63","000","00","0233","002",56.21
"63","000","00","0234","002",60.32
"63","000","00","0235","002",57.27
"63","000","00","0236","002",58.64
"63","000","00","0237","002",60.8
"63","000","00","0238","002",57.29
"63","000","00","0239","002",56.83
"63","000","00","0240","002",58.65
"63","000","00","0241","002",57.48
"63","000","00","0000","003",57.91
"63","000","00","0301","003",57.18
"63","000","00","0302","003",59.8
"63","000","00","0303","003",60.12
"63","000","00","0304","003",57.16
"63","000","00","0305","003",52.88
"63","000","00","0306","003",60.31
"63","000","00","0307","003",53.11
"63","000","00","0308","003",55.29
"63","000","00","0309","003",53.94
"63","000","00","0310","003",54.3
"63","000","00","0311","003",60.49
"63","000","00","0312","003",59.43
"63","000","00","0313","003",61.07
"63","000","00","0314","003",61.54
"63","000","00","0315","003",47.25
"63","000","00","0316","003",59.34
"63","000","00","0317","003",58.97
"63","000","00","0318","003",57.39
"63","000","00","0319","003",59.32
"63","000","00","0320","003",57.82
"63","000","00","0321","003",60.88
"63","000","00","0322","003",58.16
"63","000","00","0323","003",62.13
"63","000","00","0326","003",59.14
"63","000","00","0327","003",57.2
"63","000","00","0328","003",60.07
"63","000","00","0329","003",54.79
"63","000","00","0330","003",58.31
"63","000","00","0331","003",55.53
"63","000","00","0332","003",61.52
"63","000","00","0333","003",58.55
"63","000","00","0334","003",60.13
"63","000","00","0335","003",56.79
"63","000","00","0336","003",56.15
"63","000","00","0337","003",58.67
"63","000","00","0338","003",58.41
"63","000","00","0339","003",59.7
"63","000","00","0340","003",60.8
"63","000","00","0341","003",60.52
"63","000","00","0343","003",58.99
"63","000","00","0344","003",58.82
"63","000","00","0346","003",59.29
"63","000","00","0347","003",59.33
"63","000","00","0348","003",56.56
"63","000","00","0349","003",55.57
"63","000","00","0350","003",55.57
"63","000","00","0351","003",56.91
"63","000","00","0352","003",55.84
"63","000","00","0353","003",58.08
"63","000","00","0354","003",58.13
"63","000","00","0355","003",56.9
"63","000","00","0356","003",58.83
"63","000","00","0357","003",59.52
"63","000","00","0000","004",57.42
"63","000","00","0401","004",57.57
"63","000","00","0402","004",51.27
"63","000","00","0403","004",56.06
"63","000","00","0404","004",60.38
"63","000","00","0405","004",55.24
"63","000","00","0406","004",53.31
"63","000","00","0407","004",54.29
"63","000","00","0408","004",55.96
"63","000","00","0409","004",55.88
"63","000","00","0410","004",54.81
"63","000","00","0411","004",52.78
"63","000","00","0412","004",56.63
"63","000","00","0413","004",58.15
"63","000","00","0414","004",61.35
"63","000","00","0415","004",60.56
"63","000","00","0416","004",59.14
"63","000","00","0417","004",60.49
"63","000","00","0418","004",57.49
"63","000","00","0419","004",60.43
"63","000","00","0420","004",57.99
"63","000","00","0421","004",60.12
"63","000","00","0422","004",54.25
"63","000","00","0423","004",55.63
"63","000","00","0424","004",40.2
"63","000","00","0425","004",58.49
"63","000","00","0426","004",58.21
"63","000","00","0427","004",61.16
"63","000","00","0428","004",58.75
"63","000","00","0429","004",59.29
"63","000","00","0430","004",57.32
"63","000","00","0431","004",63.28
"63","000","00","0432","004",58.24
"63","000","00","0433","004",61.19
"63","000","00","0434","004",56.67
"63","000","00","0435","004",62.76
"63","000","00","0436","004",56.85
"63","000","00","0437","004",61.14
"63","000","00","0438","004",63.24
"63","000","00","0439","004",56.6
"63","000","00","0440","004",55.98
"63","000","00","0441","004",59.41
"63","000","00","0442","004",62.9
"63","000","00","0000","005",58.64
"63","000","00","0501","005",58.13
"63","000","00","0502","005",59.17
