"prv_code","city_code","area_code","li_code","dept_code","vote_to_votable"
"00","000","00","0000","000",55.8
"63","000","00","0000","000",58.13
"63","000","00","0000","001",59.39
"63","000","00","0102","001",58.39
"63","000","00","0103","001",61.67
"63","000","00","0104","001",59.48
"63","000","00","0105","001",62.68
"63","000","00","0106","001",59.46
"63","000","00","0107","001",61.39
"63","000","00","0108","001",60.37
"63","000","00","0109","001",62.83
"63","000","00","0110","001",60.83
"63","000","00","0111","001",59.36
"63","000","00","0112","001",61.88
"63","000","00","0113","001",63.3
"63","000","00","0114","001",59
"63","000","00","0115","001",60.35
"63","000","00","0116","001",61.36
"63","000","00","0117","001",60.69
"63","000","00","0118","001",47.1
"63","000","00","0119","001",58.03
"63","000","00","0120","001",61.03
"63","000","00","0121","001",61.35
"63","000","00","0122","001",59.76
"63","000","00","0124","001",55.77
"63","000","00","0125","001",60.79
"63","000","00","0126","001",57.94
"63","000","00","0127","001",56.2
"63","000","00","0128","001",59.68
"63","000","00","0129","001",57.82
"63","000","00","0130","001",58.24
"63","000","00","0131","001",61.16
"63","000","00","0132","001",59.32
"63","000","00","0133","001",60.97
"63","000","00","0134","001",59.55
"63","000","00","0135","001",58.39
"63","000","00","0000","002",58.43
"63","000","00","0201","002",48.9
"63","000","00","0202","002",60.85
"63","000","00","0203","002",56.13
"63","000","00","0204","002",54.68
"63","000","00","0205","002",59.01
"63","000","00","0206","002",59.1
"63","000","00","0207","002",61.47
"63","000","00","0208","002",60.27
"63","000","00","0209","002",59.88
"63","000","00","0210","002",59
"63","000","00","0211","002",59.4
"63","000","00","0212","002",58.07
"63","000","00","0213","002",55.71
"63","000","00","0214","002",56.22
"63","000","00","0215","002",58.83
"63","000","00","0216","002",61.65
"63","000","00","0217","002",59.2
"63","000","00","0218","002",60.03
"63","000","00","0219","002",56.66
"63","000","00","0220","002",62.38
"63","000","00","0221","002",56.54
"63","000","00","0222","002",58.82
"63","000","00","0223","002",58.16
"63","000","00","0224","002",62.03
"63","000","00","0225","002",59.64
"63","000","00","0226","002",58.6
"63","000","00","0227","002",59.57
"63","000","00","0228","002",55.65
"63","000","00","0229","002",57.9
"63","000","00","0230","002",59.62
"63","000","00","0231","002",54.95
"63","000","00","0232","002",57.43
"63","000","00","0233","002",56.43
"63","000","00","0234","002",60.39
"63","000","00","0235","002",56.07
"63","000","00","0236","002",58.86
"63","000","00","0237","002",60.77
"63","000","00","0238","002",57.26
"63","000","00","0239","002",57.15
"63","000","00","0240","002",59.1
"63","000","00","0241","002",57.48
"63","000","00","0000","003",57.84
"63","000","00","0301","003",57.47
"63","000","00","0302","003",60.24
"63","000","00","0303","003",60.2
"63","000","00","0304","003",56.94
"63","000","00","0305","003",52.93
"63","000","00","0306","003",60.65
"63","000","00","0307","003",53.27
"63","000","00","0308","003",54.68
"63","000","00","0309","003",53.89
"63","000","00","0310","003",54.29
"63","000","00","0311","003",60.61
"63","000","00","0312","003",59.62
"63","000","00","0313","003",60.98
"63","000","00","0314","003",61.58
"63","000","00","0315","003",47.29
"63","000","00","0316","003",59.36
"63","000","00","0317","003",59.48
"63","000","00","0318","003",57.97
"63","000","00","0319","003",55.76
"63","000","00","0320","003",57.59
"63","000","00","0321","003",60.95
"63","000","00","0322","003",58.21
"63","000","00","0323","003",62.31
"63","000","00","0326","003",59.69
"63","000","00","0327","003",56.87
"63","000","00","0328","003",60.18
"63","000","00","0329","003",55.01
"63","000","00","0330","003",58.46
"63","000","00","0331","003",55.51
"63","000","00","0332","003",61.03
"63","000","00","0333","003",58.68
"63","000","00","0334","003",60.06
"63","000","00","0335","003",57.15
"63","000","00","0336","003",56.4
"63","000","00","0337","003",58.87
"63","000","00","0338","003",58.44
"63","000","00","0339","003",59.65
"63","000","00","0340","003",61
"63","000","00","0341","003",60.96
"63","000","00","0343","003",59.03
"63","000","00","0344","003",56.35
"63","000","00","0346","003",59.25
"63","000","00","0347","003",59.02
"63","000","00","0348","003",57.4
"63","000","00","0349","003",55.34
"63","000","00","0350","003",55.67
"63","000","00","0351","003",57.15
"63","000","00","0352","003",55.29
"63","000","00","0353","003",57.83
"63","000","00","0354","003",58.21
"63","000","00","0355","003",56.86
"63","000","00","0356","003",57.38
"63","000","00","0357","003",59.43
"63","000","00","0000","004",57.34
"63","000","00","0401","004",57.04
"63","000","00","0402","004",51.21
"63","000","00","0403","004",55.85
"63","000","00","0404","004",60.8
"63","000","00","0405","004",54.68
"63","000","00","0406","004",53.24
"63","000","00","0407","004",54.37
"63","000","00","0408","004",56.42
"63","000","00","0409","004",55.63
"63","000","00","0410","004",54.85
"63","000","00","0411","004",52.51
"63","000","00","0412","004",56.28
"63","000","00","0413","004",58.71
"63","000","00","0414","004",61.27
