"prv_code","city_code","area_code","li_code","dept_code","vote_to_votable"
"00","000","00","0000","000",55.33
"63","000","00","0000","000",57.89
"63","000","00","0000","001",59.33
"63","000","00","0102","001",58.52
"63","000","00","0103","001",61.62
"63","000","00","0104","001",59.6
"63","000","00","0105","001",62.63
"63","000","00","0106","001",60.02
"63","000","00","0107","001",61.28
"63","000","00","0108","001",60.22
"63","000","00","0109","001",62.94
"63","000","00","0110","001",60.88
"63","000","00","0111","001",58.68
"63","000","00","0112","001",61.65
"63","000","00","0113","001",62.64
"63","000","00","0114","001",59.68
"63","000","00","0115","001",59.32
"63","000","00","0116","001",61.42
"63","000","00","0117","001",60.11
"63","000","00","0118","001",47.43
"63","000","00","0119","001",57.85
"63","000","00","0120","001",61.07
"63","000","00","0121","001",62.23
"63","000","00","0122","001",59.68
"63","000","00","0124","001",55.71
"63","000","00","0125","001",60.76
"63","000","00","0126","001",57.95
"63","000","00","0127","001",55.94
"63","000","00","0128","001",59.71
"63","000","00","0129","001",57.97
"63","000","00","0130","001",58.11
"63","000","00","0131","001",60.66
"63","000","00","0132","001",59.29
"63","000","00","0133","001",60.41
"63","000","00","0134","001",59.86
"63","000","00","0135","001",57.76
"63","000","00","0000","002",58
"63","000","00","0201","002",48.61
"63","000","00","0202","002",60.65
"63","000","00","0203","002",55.97
"63","000","00","0204","002",54.81
"63","000","00","0205","002",59.32
"63","000","00","0206","002",59.34
"63","000","00","0207","002",61.12
"63","000","00","0208","002",60.18
"63","000","00","0209","002",59.67
"63","000","00","0210","002",49.28
"63","000","00","0211","002",59.03
"63","000","00","0212","002",58.01
"63","000","00","0213","002",55.64
"63","000","00","0214","002",55.49
"63","000","00","0215","002",58.65
"63","000","00","0216","002",61.35
"63","000","00","0217","002",59.16
"63","000","00","0218","002",59.62
"63","000","00","0219","002",56.87
"63","000","00","0220","002",61.49
"63","000","00","0221","002",56.64
"63","000","00","0222","002",58.32
"63","000","00","0223","002",58.12
"63","000","00","0224","002",61.83
"63","000","00","0225","002",59.09
"63","000","00","0226","002",58.08
"63","000","00","0227","002",59.55
"63","000","00","0228","002",55.35
"63","000","00","0229","002",57.12
"63","000","00","0230","002",59.36
"63","000","00","0231","002",55.13
"63","000","00","0232","002",57.5
"63","000","00","0233","002",56.04
"63","000","00","0234","002",60.46
"63","000","00","0235","002",56.43
"63","000","00","0236","002",58.11
"63","000","00","0237","002",59.36
"63","000","00","0238","002",57.21
"63","000","00","0239","002",56.71
"63","000","00","0240","002",58.54
"63","000","00","0241","002",57.27
"63","000","00","0000","003",57.79
"63","000","00","0301","003",57.16
"63","000","00","0302","003",59.21
"63","000","00","0303","003",59.96
"63","000","00","0304","003",56.84
"63","000","00","0305","003",52.9
"63","000","00","0306","003",60.55
"63","000","00","0307","003",52.97
"63","000","00","0308","003",55.15
"63","000","00","0309","003",53.64
"63","000","00","0310","003",54.23
"63","000","00","0311","003",60.45
"63","000","00","0312","003",59.11
"63","000","00","0313","003",60.79
"63","000","00","0314","003",61.56
"63","000","00","0315","003",47.29
"63","000","00","0316","003",59.5
"63","000","00","0317","003",59.5
"63","000","00","0318","003",57.77
"63","000","00","0319","003",59.63
"63","000","00","0320","003",57.76
"63","000","00","0321","003",60.93
"63","000","00","0322","003",58.39
"63","000","00","0323","003",61.78
"63","000","00","0326","003",59.5
"63","000","00","0327","003",56.89
"63","000","00","0328","003",60.11
"63","000","00","0329","003",54.55
"63","000","00","0330","003",58.42
"63","000","00","0331","003",55.11
"63","000","00","0332","003",60.88
"63","000","00","0333","003",58.08
"63","000","00","0334","003",60.33
"63","000","00","0335","003",57.02
"63","000","00","0336","003",56.22
"63","000","00","0337","003",58.77
"63","000","00","0338","003",58.38
"63","000","00","0339","003",59.7
"63","000","00","0340","003",60.89
"63","000","00","0341","003",60.35
"63","000","00","0343","003",57.59
"63","000","00","0344","003",58.8
"63","000","00","0346","003",58.3
"63","000","00","0347","003",59.34
"63","000","00","0348","003",56.73
"63","000","00","0349","003",55.38
"63","000","00","0350","003",55.67
"63","000","00","0351","003",56.74
"63","000","00","0352","003",55
"63","000","00","0353","003",57.73
"63","000","00","0354","003",58.13
"63","000","00","0355","003",56.99
"63","000","00","0356","003",58.77
"63","000","00","0357","003",59.48
"63","000","00","0000","004",57.29
"63","000","00","0401","004",60.62
"63","000","00","0402","004",51.25
"63","000","00","0403","004",55.76
"63","000","00","0404","004",60.33
"63","000","00","0405","004",55.11
"63","000","00","0406","004",53.27
"63","000","00","0407","004",54.11
"63","000","00","0408","004",57.15
"63","000","00","0409","004",55.65
"63","000","00","0410","004",54.74
"63","000","00","0411","004",52.65
"63","000","00","0412","004",55.99
"63","000","00","0413","004",58.37
"63","000","00","0414","004",60.8
"63","000","00","0415","004",60.72
"63","000","00","0416","004",58.52
"63","000","00","0417","004",57.52
"63","000","00","0418","004",57.06
"63","000","00","0419","004",60.08
"63","000","00","0420","004",58.39
"63","000","00","0421","004",59.79
"63","000","00","0422","004",53.7
"63","000","00","0423","004",54.25
"63","000","00","0424","004",40.13
"63","000","00","0425","004",58.66
"63","000","00","0426","004",57.69
"63","000","00","0427","004",60.99
"63","000","00","0428","004",58.26
"63","000","00","0429","004",58.14
"63","000","00","0430","004",56.78
"63","000","00","0431","004",63.19
"63","000","00","0432","004",57.88
"63","000","00","0433","004",61.09
"63","000","00","0434","004",57.71
"63","000","00","0435","004",62.7
"63","000","00","0436","004",56.83
"63","000","00","0437","004",60.84
"63","000","00","0438","004",62.71
"63","000","00","0439","004",57.61
"63","000","00","0440","004",56.17
"63","000","00","0441","004",59.39
"63","000","00","0442","004",62.15
"63","000","00","0000","005",58.49
"63","000","00","0501","005",58.02
"63","000","00","0502","005",59.13
"63","000","00","0503","005",55.69
"63","000","00","0504","005",61.03
"63","000","00","0505","005",56.8
"63","000","00","0506","005",61.51
"63","000","00","0507","005",62.17
"63","000","00","0508","005",58.71
"63","000","00","0509","005",59.73
"63","000","00","0510","005",58.55
"63","000","00","0511","005",58.84
"63","000","00","0512","005",57.95
"63","000","00","0513","005",61.01
"63","000","00","0514","005",51.1
"63","000","00","0515","005",61.2
"63","000","00","0516","005",59.97
"63","000","00","0517","005",62.55
"63","000","00","0518","005",61.97
"63","000","00","0519","005",59.06
"63","000","00","0520","005",59.17
"63","000","00","0521","005",60.36
"63","000","00","0522","005",58.45
"63","000","00","0523","005",60.41
"63","000","00","0524","005",56.2
"63","000","00","0525","005",57.84
"63","000","00","0526","005",45.73
"63","000","00","0527","005",59.12
"63","000","00","0528","005",62.58
"63","000","00","0529","005",57.9
"63","000","00","0530","005",57.92
"63","000","00","0531","005",58.46
"63","000","00","0000","006",58.12
"63","000","00","0601","006",60.81
"63","000","00","0602","006",56.53
"63","000","00","0603","006",56.15
"63","000","00","0604","006",60.31
"63","000","00","0605","006",59.9
"63","000","00","0606","006",59.44
"63","000","00","0607","006",59.06
"63","000","00","0608","006",60.14
"63","000","00","0609","006",59.77
"63","000","00","0610","006",57.52
"63","000","00","0611","006",61.14
"63","000","00","0612","006",59.01
"63","000","00","0613","006",59.02
"63","000","00","0614","006",56.74
"63","000","00","0615","006",62.25
"63","000","00","0616","006",58.04
"63","000","00","0617","006",52.31
"63","000","00","0618","006",58.58
"63","000","00","0619","006",41.26
"63","000","00","0620","006",56.96
"63","000","00","0621","006",53.84
"63","000","00","0622","006",58.64
"63","000","00","0624","006",60.33
"63","000","00","0625","006",59.71
"63","000","00","0626","006",61.98
"63","000","00","0000","007",55.78
"63","000","00","0701","007",55
"63","000","00","0702","007",49.54
"63","000","00","0703","007",50.41
"63","000","00","0704","007",54.47
"63","000","00","0705","007",57.08
"63","000","00","0706","007",53.93
"63","000","00","0707","007",52.55
"63","000","00","0708","007",59.68
"63","000","00","0709","007",57.89
"63","000","00","0710","007",44.11
"63","000","00","0711","007",55.02
"63","000","00","0712","007",58.55
"63","000","00","0713","007",58.29
"63","000","00","0714","007",61.36
"63","000","00","0715","007",58.05
"63","000","00","0716","007",53
"63","000","00","0717","007",49.43
"63","000","00","0718","007",57.79
"63","000","00","0719","007",53.13
"63","000","00","0720","007",62.3
"63","000","00","0721","007",52.35
"63","000","00","0722","007",59.77
"63","000","00","0723","007",57.91
"63","000","00","0724","007",52.79
"63","000","00","0725","007",54.66
"63","000","00","0726","007",59.3
"63","000","00","0727","007",60.77
"63","000","00","0728","007",55.89
"63","000","00","0729","007",49.54
"63","000","00","0730","007",58.79
"63","000","00","0731","007",54.69
"63","000","00","0732","007",59.38
"63","000","00","0733","007",58.16
"63","000","00","0734","007",56.38
"63","000","00","0735","007",60.13
"63","000","00","0736","007",60.42
"63","000","00","0000","008",59.88
"63","000","00","0801","008",58.08
"63","000","00","0802","008",59.5
"63","000","00","0803","008",61.63
"63","000","00","0804","008",58.21
"63","000","00","0805","008",59.47
"63","000","00","0806","008",58.93
"63","000","00","0807","008",59.81
"63","000","00","0808","008",61.17
"63","000","00","0809","008",62.96
"63","000","00","0810","008",60.07
"63","000","00","0811","008",60.75
"63","000","00","0812","008",59.78
"63","000","00","0813","008",61.11
"63","000","00","0814","008",60.42
"63","000","00","0815","008",60.39
"63","000","00","0816","008",59.12
"63","000","00","0817","008",62.12
"63","000","00","0818","008",62.45
"63","000","00","0819","008",62.88
"63","000","00","0820","008",61.17
"63","000","00","0821","008",64.48
"63","000","00","0822","008",59.8
"63","000","00","0823","008",62.51
"63","000","00","0824","008",62.44
"63","000","00","0825","008",52.8
"63","000","00","0826","008",58.2
"63","000","00","0827","008",60.63
"63","000","00","0828","008",49.33
"63","000","00","0829","008",60.23
"63","000","00","0830","008",60.08
"63","000","00","0831","008",62.94
"63","000","00","0832","008",59.19
"63","000","00","0833","008",60.2
"63","000","00","0834","008",57.61
"63","000","00","0835","008",59.94
"63","000","00","0836","008",58.28
"63","000","00","0837","008",55.89
"63","000","00","0838","008",64.12
"63","000","00","0839","008",56.86
"63","000","00","0840","008",62.62
"63","000","00","0841","008",60.4
"63","000","00","0842","008",60.39
"63","000","00","0843","008",59.39
"63","000","00","0000","009",58.2
"63","000","00","0901","009",53.39
"63","000","00","0902","009",53.12
"63","000","00","0903","009",62.99
"63","000","00","0904","009",55.72
"63","000","00","0905","009",57.15
"63","000","00","0906","009",54.81
"63","000","00","0907","009",59.98
"63","000","00","0908","009",55.8
"63","000","00","0909","009",57
"63","000","00","0910","009",60.45
"63","000","00","0911","009",61.67
"63","000","00","0912","009",61
"63","000","00","0913","009",61.28
"63","000","00","0914","009",57.89
"63","000","00","0915","009",59.09
"63","000","00","0916","009",53.19
"63","000","00","0917","009",59.49
"63","000","00","0918","009",59.55
"63","000","00","0919","009",62.33
"63","000","00","0920","009",59.83
"63","000","00","0000","010",58.29
"63","000","00","1001","010",57.42
"63","000","00","1002","010",58.17
"63","000","00","1003","010",62.58
"63","000","00","1005","010",59.63
"63","000","00","1006","010",59.68
"63","000","00","1007","010",59.32
"63","000","00","1008","010",59.53
"63","000","00","1009","010",55.77
"63","000","00","1010","010",60.73
"63","000","00","1011","010",59.8
"63","000","00","1012","010",60.89
"63","000","00","1013","010",56.27
"63","000","00","1014","010",58.98
"63","000","00","1015","010",61.05
"63","000","00","1016","010",58.34
"63","000","00","1017","010",59.03
"63","000","00","1018","010",59.86
"63","000","00","1019","010",60.53
"63","000","00","1020","010",59.68
"63","000","00","1021","010",61.87
"63","000","00","1022","010",51.93
"63","000","00","1023","010",56.98
"63","000","00","1024","010",57.4
"63","000","00","1025","010",56.06
"63","000","00","1026","010",55.79
"63","000","00","1027","010",55.92
"63","000","00","1028","010",55.17
"63","000","00","1029","010",47.26
"63","000","00","1030","010",58.9
"63","000","00","1031","010",58.7
"63","000","00","1032","010",60.07
"63","000","00","1033","010",56.59
"63","000","00","1034","010",59.22
"63","000","00","1035","010",58.2
"63","000","00","1036","010",60.71
"63","000","00","1037","010",56.53
"63","000","00","1038","010",58.82
"63","000","00","1039","010",60.08
"63","000","00","1040","010",63.44
"63","000","00","0000","011",57.37
"63","000","00","1101","011",58.27
"63","000","00","1102","011",56.85
"63","000","00","1103","011",60.29
"63","000","00","1104","011",46.26
"63","000","00","1105","011",58.62
"63","000","00","1106","011",59.34
"63","000","00","1107","011",58.36
"63","000","00","1108","011",58.88
"63","000","00","1109","011",61.04
"63","000","00","1110","011",60.5
"63","000","00","1111","011",59.76
"63","000","00","1112","011",60.27
"63","000","00","1113","011",55.66
"63","000","00","1114","011",58.67
"63","000","00","1115","011",52.62
"63","000","00","1116","011",54.57
"63","000","00","1117","011",56.94
"63","000","00","1118","011",56.14
"63","000","00","1119","011",51.68
"63","000","00","1120","011",56.16
