"prvCode","cityCode","areaCode","liCode","deptCode","profRate"
"00","000","00","0000","000",79.22
"01","000","00","0000","000",78.53
"02","000","00","0000","000",80.58
"01","000","01","0000","001",76.03
"01","000","01","0000","002",79.23
"01","000","01","0000","003",73.52
"01","000","01","0000","004",73.1
"01","000","01","0000","005",76.4
"01","000","01","0000","006",79.68
"01","000","01","0000","007",80.21
"01","000","01","0000","008",80.32
"01","000","01","0000","009",83.02
"01","000","01","0000","010",82.55
"01","000","01","0000","011",80.96
"01","000","01","0000","012",81.73
"01","000","01","0001","001",79.67
"01","000","01","0002","001",74.48
"01","000","01","0003","001",74.18
"01","000","01","0004","001",77.63
"01","000","01","0005","001",75.56
"01","000","01","0006","001",78.26
"01","000","01","0007","001",73.78
"01","000","01","0008","001",72.25
"01","000","01","0009","001",72.55
"01","000","01","0010","001",74.48
"01","000","01","0011","001",70.04
"01","000","01","0012","001",76.38
"01","000","01","0013","001",73.62
"01","000","01","0014","001",76.14
"01","000","01","0015","001",74.46
"01","000","01","0016","001",76.09
"01","000","01","0017","001",81.03
"01","000","01","0018","001",78.73
"01","000","01","0019","001",81.16
"01","000","01","0020","001",77.83
"01","000","01","0021","001",75.26
"01","000","01","0022","001",75.87
"01","000","01","0023","001",76.62
"01","000","01","0024","001",74.07
"01","000","01","0025","001",77.92
"01","000","01","0026","001",77.92
"01","000","01","0027","001",76.48
"01","000","01","0028","001",77.9
"01","000","01","0029","001",76.89
"01","000","01","0030","001",74.98
"01","000","01","0031","001",77.41
"01","000","01","0032","001",71.97
"01","000","01","0033","001",73.78
"01","000","01","0034","002",78.25
"01","000","01","0035","002",73.08
"01","000","01","0036","002",71.42
"01","000","01","0037","002",74.06
"01","000","01","0038","002",75.97
"01","000","01","0039","002",76.92
"01","000","01","0040","002",76.24
"01","000","01","0041","002",77.54
"01","000","01","0042","002",78.06
"01","000","01","0043","002",80.55
"01","000","01","0044","002",80.26
"01","000","01","0045","002",78.57
"01","000","01","0046","002",80.31
"01","000","01","0047","002",79.79
"01","000","01","0048","002",80.2
"01","000","01","0049","002",83.55
"01","000","01","0050","002",80.75
"01","000","01","0051","002",81.65
"01","000","01","0052","002",78.89
"01","000","01","0053","002",79.29
"01","000","01","0054","002",79.99
"01","000","01","0055","002",80.88
"01","000","01","0056","002",78.94
"01","000","01","0057","002",82.23
"01","000","01","0058","002",81.36
"01","000","01","0059","002",80.58
"01","000","01","0060","002",79.83
"01","000","01","0061","002",80.04
"01","000","01","0062","002",81.91
"01","000","01","0063","002",78.61
"01","000","01","0064","002",77.62
"01","000","01","0065","002",76.99
"01","000","01","0066","002",80.4
"01","000","01","0067","002",78.39
"01","000","01","0068","002",79.75
"01","000","01","0069","002",80.84
"01","000","01","0070","002",78.12
"01","000","01","0071","002",79.08
"01","000","01","0072","002",80.06
"01","000","01","0073","002",79.62
"01","000","01","0074","002",79.22
"01","000","01","0075","003",68.61
"01","000","01","0076","003",71.89
"01","000","01","0077","003",73.74
"01","000","01","0078","003",70.82
"01","000","01","0079","003",63.63
"01","000","01","0080","003",76.69
"01","000","01","0081","003",71.01
"01","000","01","0082","003",70.04
"01","000","01","0083","003",71.49
"01","000","01","0084","003",68.33
"01","000","01","0085","003",73.89
"01","000","01","0086","003",70.53
"01","000","01","0087","003",72.95
"01","000","01","0088","003",74.9
"01","000","01","0089","003",72.58
"01","000","01","0090","003",71.14
"01","000","01","0091","003",73.4
"01","000","01","0092","003",74.84
"01","000","01","0093","003",77.6
"01","000","01","0094","003",77.79
"01","000","01","0095","003",78.6
"01","000","01","0096","003",74.87
"01","000","01","0097","003",75.84
"01","000","01","0098","003",71.21
"01","000","01","0099","003",73.98
"01","000","01","0100","003",73.99
"01","000","01","0101","003",74.54
"01","000","01","0102","003",73.63
"01","000","01","0103","003",78.92
"01","000","01","0104","003",76.58
"01","000","01","0105","003",76.55
"01","000","01","0106","003",74.23
"01","000","01","0107","003",74.23
"01","000","01","0108","003",72.37
"01","000","01","0109","003",78.65
"01","000","01","0110","003",73.84
"01","000","01","0111","003",75.47
"01","000","01","0112","003",75.25
"01","000","01","0113","003",67.51
"01","000","01","0114","003",63.65
"01","000","01","0115","003",73.17
"01","000","01","0116","003",79.88
"01","000","01","0117","003",66.56
"01","000","01","0118","003",80.09
"01","000","01","0119","003",79.35
"01","000","01","0120","003",78.79
"01","000","01","0121","003",67.8
"01","000","01","0122","003",68.74
"01","000","01","0123","003",72.63
"01","000","01","0124","003",69.68
"01","000","01","0125","003",73.62
"01","000","01","0126","003",73.63
"01","000","01","0127","003",70.04
"01","000","01","0128","003",75.95
"01","000","01","0129","004",74.26
"01","000","01","0130","004",66.32
"01","000","01","0131","004",65.17
"01","000","01","0132","004",70.02
"01","000","01","0133","004",68.75
"01","000","01","0134","004",67.94
"01","000","01","0135","004",64.88
"01","000","01","0136","004",72.16
"01","000","01","0137","004",70.04
"01","000","01","0138","004",68.68
"01","000","01","0139","004",63.37
"01","000","01","0140","004",69.74
"01","000","01","0141","004",70.82
"01","000","01","0142","004",79.03
"01","000","01","0143","004",79.68
"01","000","01","0144","004",80.52
"01","000","01","0145","004",78.55
"01","000","01","0146","004",78.45
"01","000","01","0147","004",73.32
"01","000","01","0148","004",73.88
"01","000","01","0149","004",74.15
"01","000","01","0150","004",71.17
"01","000","01","0151","004",72.97
"01","000","01","0152","004",76.45
"01","000","01","0153","004",79.2
"01","000","01","0154","004",78.03
"01","000","01","0155","004",77.03
"01","000","01","0156","004",73.3
"01","000","01","0157","004",76.15
"01","000","01","0158","004",70.98
"01","000","01","0159","004",69.79
"01","000","01","0160","004",68.96
"01","000","01","0161","004",70.09
"01","000","01","0162","004",73.18
"01","000","01","0163","004",78.21
"01","000","01","0164","004",72.04
"01","000","01","0165","004",74.65
"01","000","01","0166","004",73.03
"01","000","01","0167","004",72.01
"01","000","01","0168","004",70.95
"01","000","01","0169","005",80.26
"01","000","01","0170","005",70.18
"01","000","01","0171","005",77.12
"01","000","01","0172","005",77.85
"01","000","01","0173","005",73.69
"01","000","01","0174","005",76.67
"01","000","01","0175","005",75.64
"01","000","01","0176","005",77.38
"01","000","01","0177","005",81.25
"01","000","01","0178","005",77.86
"01","000","01","0179","005",78.68
"01","000","01","0180","005",79.5
"01","000","01","0181","005",82.12
"01","000","01","0182","005",77.6
"01","000","01","0183","005",80.02
"01","000","01","0184","005",76.26
"01","000","01","0185","005",75.15
"01","000","01","0186","005",77.17
"01","000","01","0187","005",77.33
"01","000","01","0188","005",77.83
"01","000","01","0189","005",80.68
"01","000","01","0190","005",63.16
"01","000","01","0191","005",69.93
"01","000","01","0192","005",66.85
"01","000","01","0193","005",77.02
"01","000","01","0194","005",72.65
"01","000","01","0195","005",70.78
"01","000","01","0196","005",72.03
"01","000","01","0197","005",72.91
"01","000","01","0198","005",79.2
"01","000","01","0199","005",73.26
"01","000","01","0200","006",75.45
"01","000","01","0201","006",76.76
"01","000","01","0202","006",78.4
"01","000","01","0203","006",78.5
"01","000","01","0204","006",78.36
"01","000","01","0205","006",79.01
"01","000","01","0206","006",80.01
"01","000","01","0207","006",80.76
"01","000","01","0208","006",81.01
"01","000","01","0209","006",74.34
"01","000","01","0210","006",79.26
"01","000","01","0211","006",78.83
"01","000","01","0212","006",78.35
"01","000","01","0213","006",81.01
"01","000","01","0214","006",81.17
"01","000","01","0215","006",78.66
"01","000","01","0216","006",81.44
"01","000","01","0217","006",82.11
"01","000","01","0218","006",83.26
"01","000","01","0219","006",80.32
"01","000","01","0220","006",81.08
"01","000","01","0221","006",78.8
"01","000","01","0222","006",80.76
"01","000","01","0223","006",81.46
"01","000","01","0224","006",81.98
"01","000","01","0225","006",82.39
"01","000","01","0226","007",74.99
