"prv_code","city_code","area_code","li_code","dept_code","vote_to_votable"
"00","000","00","0000","000",55.73
"63","000","00","0000","000",58.03
"63","000","00","0000","001",59.41
"63","000","00","0102","001",58.71
"63","000","00","0103","001",61.61
"63","000","00","0104","001",59.41
"63","000","00","0105","001",62.96
"63","000","00","0106","001",60.58
"63","000","00","0107","001",61.56
"63","000","00","0108","001",60.32
"63","000","00","0109","001",62.83
"63","000","00","0110","001",60.69
"63","000","00","0111","001",58.99
"63","000","00","0112","001",61.7
"63","000","00","0113","001",63.43
"63","000","00","0114","001",59.25
"63","000","00","0115","001",59.78
"63","000","00","0116","001",61.22
"63","000","00","0117","001",60.49
"63","000","00","0118","001",47.07
"63","000","00","0119","001",57.93
"63","000","00","0120","001",60.83
"63","000","00","0121","001",62.18
"63","000","00","0122","001",59.6
"63","000","00","0124","001",55.73
"63","000","00","0125","001",60.88
"63","000","00","0126","001",58.35
"63","000","00","0127","001",56.14
"63","000","00","0128","001",58.81
"63","000","00","0129","001",57.82
"63","000","00","0130","001",58.44
"63","000","00","0131","001",61.04
"63","000","00","0132","001",59.32
"63","000","00","0133","001",60.69
"63","000","00","0134","001",59.14
"63","000","00","0135","001",58.39
"63","000","00","0000","002",58.27
"63","000","00","0201","002",48.88
"63","000","00","0202","002",60.5
"63","000","00","0203","002",56.42
"63","000","00","0204","002",54.62
"63","000","00","0205","002",59.52
"63","000","00","0206","002",59.08
"63","000","00","0207","002",61.47
"63","000","00","0208","002",60.16
"63","000","00","0209","002",59.27
"63","000","00","0210","002",58.34
"63","000","00","0211","002",58.62
"63","000","00","0212","002",57.73
"63","000","00","0213","002",55.82
"63","000","00","0214","002",55.91
"63","000","00","0215","002",59.13
"63","000","00","0216","002",61.69
"63","000","00","0217","002",59.32
"63","000","00","0218","002",59.96
"63","000","00","0219","002",56.76
"63","000","00","0220","002",61.34
"63","000","00","0221","002",57.09
"63","000","00","0222","002",58.39
"63","000","00","0223","002",57.89
"63","000","00","0224","002",61.76
"63","000","00","0225","002",59.47
"63","000","00","0226","002",58.27
"63","000","00","0227","002",59.43
"63","000","00","0228","002",55.29
"63","000","00","0229","002",57.77
"63","000","00","0230","002",59.67
"63","000","00","0231","002",55.13
"63","000","00","0232","002",57.48
"63","000","00","0233","002",55.88
"63","000","00","0234","002",60.29
"63","000","00","0235","002",56.79
"63","000","00","0236","002",58.56
"63","000","00","0237","002",60.66
"63","000","00","0238","002",57.1
"63","000","00","0239","002",57.25
"63","000","00","0240","002",58.89
"63","000","00","0241","002",57.48
"63","000","00","0000","003",57.88
"63","000","00","0301","003",57.22
"63","000","00","0302","003",59.78
"63","000","00","0303","003",60.05
"63","000","00","0304","003",57.06
"63","000","00","0305","003",52.9
"63","000","00","0306","003",60.31
"63","000","00","0307","003",53.12
"63","000","00","0308","003",55.75
"63","000","00","0309","003",53.91
"63","000","00","0310","003",54.1
"63","000","00","0311","003",60.43
"63","000","00","0312","003",59.43
"63","000","00","0313","003",60.76
"63","000","00","0314","003",61.82
"63","000","00","0315","003",47.34
"63","000","00","0316","003",59.6
"63","000","00","0317","003",59.17
"63","000","00","0318","003",57.55
"63","000","00","0319","003",59.52
"63","000","00","0320","003",57.35
"63","000","00","0321","003",60.88
"63","000","00","0322","003",58.36
"63","000","00","0323","003",62.2
"63","000","00","0326","003",56.07
"63","000","00","0327","003",56.96
"63","000","00","0328","003",60.25
"63","000","00","0329","003",54.79
"63","000","00","0330","003",58.61
"63","000","00","0331","003",55.25
"63","000","00","0332","003",61.05
"63","000","00","0333","003",58.46
"63","000","00","0334","003",59.93
"63","000","00","0335","003",57.05
"63","000","00","0336","003",56.32
"63","000","00","0337","003",58.83
"63","000","00","0338","003",58.59
"63","000","00","0339","003",59.08
"63","000","00","0340","003",60.67
"63","000","00","0341","003",59.88
"63","000","00","0343","003",60.41
"63","000","00","0344","003",59.02
"63","000","00","0346","003",59.06
"63","000","00","0347","003",59.4
"63","000","00","0348","003",56.4
"63","000","00","0349","003",55.45
"63","000","00","0350","003",55.36
"63","000","00","0351","003",56.76
"63","000","00","0352","003",55.14
"63","000","00","0353","003",57.9
"63","000","00","0354","003",58.13
"63","000","00","0355","003",56.99
"63","000","00","0356","003",58.88
"63","000","00","0357","003",59.3
"63","000","00","0000","004",57.16
"63","000","00","0401","004",57.04
"63","000","00","0402","004",51.27
"63","000","00","0403","004",55.91
"63","000","00","0404","004",60.45
"63","000","00","0405","004",54.98
"63","000","00","0406","004",53.14
"63","000","00","0407","004",54.11
"63","000","00","0408","004",56.17
"63","000","00","0409","004",58.7
"63","000","00","0410","004",54.88
"63","000","00","0411","004",52.78
"63","000","00","0412","004",56.1
"63","000","00","0413","004",57.12
"63","000","00","0414","004",61.01
"63","000","00","0415","004",60.72
"63","000","00","0416","004",58.51
"63","000","00","0417","004",58.26
"63","000","00","0418","004",57.45
"63","000","00","0419","004",60.48
"63","000","00","0420","004",58.32
"63","000","00","0421","004",60.23
"63","000","00","0422","004",53.48
"63","000","00","0423","004",54.45
"63","000","00","0424","004",40.3
"63","000","00","0425","004",58.2
"63","000","00","0426","004",58.1
"63","000","00","0427","004",61.22
"63","000","00","0428","004",58
"63","000","00","0429","004",54.08
"63","000","00","0430","004",57.28
"63","000","00","0431","004",62.93
"63","000","00","0432","004",57.63
"63","000","00","0433","004",61.57
"63","000","00","0434","004",57.77
"63","000","00","0435","004",62.7
"63","000","00","0436","004",56.73
"63","000","00","0437","004",60.84
"63","000","00","0438","004",62.42
"63","000","00","0439","004",57.5
"63","000","00","0440","004",56.34
"63","000","00","0441","004",59.57
"63","000","00","0442","004",62.15
"63","000","00","0000","005",58.62
"63","000","00","0501","005",58.29
"63","000","00","0502","005",59.13
"63","000","00","0503","005",60.92
"63","000","00","0504","005",60.98
"63","000","00","0505","005",56.8
"63","000","00","0506","005",61.57
"63","000","00","0507","005",62.09
"63","000","00","0508","005",58.94
"63","000","00","0509","005",59.58
"63","000","00","0510","005",57.79
"63","000","00","0511","005",58.97
"63","000","00","0512","005",58.08
"63","000","00","0513","005",61.27
"63","000","00","0514","005",51.13
"63","000","00","0515","005",61.88
"63","000","00","0516","005",60.05
"63","000","00","0517","005",62.37
"63","000","00","0518","005",58.26
"63","000","00","0519","005",59.53
"63","000","00","0520","005",59.27
"63","000","00","0521","005",60.52
"63","000","00","0522","005",58.53
"63","000","00","0523","005",60.44
"63","000","00","0524","005",56.09
"63","000","00","0525","005",58.09
"63","000","00","0526","005",46.15
"63","000","00","0527","005",59.1
"63","000","00","0528","005",62.55
"63","000","00","0529","005",58.07
"63","000","00","0530","005",58.18
"63","000","00","0531","005",58.78
"63","000","00","0000","006",58.21
