"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",7955753,79.04,2109157,20.96,40.27,"Y"
"63","000","00","0000","000",924026,76.93,277072,23.07,41.47,"Y"
"63","000","00","0000","001",72344,76.93,21698,23.07,42.74,"Y"
"63","000","00","0102","001",2019,79.68,515,20.32,43.33,"Y"
"63","000","00","0103","001",2868,73.9,1013,26.1,42.38,"Y"
"63","000","00","0104","001",2520,76.27,784,23.73,42.35,"Y"
"63","000","00","0105","001",1833,77.21,541,22.79,45.45,"Y"
"63","000","00","0106","001",1918,77.31,563,22.69,43.1,"Y"
"63","000","00","0107","001",1831,76.07,576,23.93,42.79,"Y"
"63","000","00","0108","001",1779,78.61,484,21.39,44.36,"Y"
"63","000","00","0109","001",1630,74.91,546,25.09,43.94,"Y"
"63","000","00","0110","001",1574,75.1,522,24.9,42.82,"Y"
"63","000","00","0111","001",2627,75.95,832,24.05,41.63,"Y"
"63","000","00","0112","001",4034,80.97,948,19.03,47.58,"Y"
"63","000","00","0113","001",990,73.5,357,26.5,43.31,"Y"
"63","000","00","0114","001",1552,76.3,482,23.7,42.08,"Y"
"63","000","00","0115","001",2295,77.04,684,22.96,43.54,"Y"
"63","000","00","0116","001",3299,75.32,1081,24.68,42.98,"Y"
"63","000","00","0117","001",2567,79.72,653,20.28,45.15,"Y"
"63","000","00","0118","001",2321,74.53,793,25.47,32.57,"Y"
"63","000","00","0119","001",3039,76.59,929,23.41,40.83,"Y"
"63","000","00","0120","001",2214,79.81,560,20.19,45.7,"Y"
"63","000","00","0121","001",4292,84.99,758,15.01,50.23,"Y"
"63","000","00","0122","001",3160,76.37,978,23.63,42.68,"Y"
"63","000","00","0124","001",2705,73.53,974,26.47,38.39,"Y"
"63","000","00","0125","001",2447,77.07,728,22.93,43.91,"Y"
"63","000","00","0126","001",3154,74.49,1080,25.51,40.42,"Y"
"63","000","00","0127","001",1353,76.05,426,23.95,39.85,"Y"
"63","000","00","0128","001",1261,78.27,350,21.73,43.57,"Y"
"63","000","00","0129","001",1367,76.07,430,23.93,41.21,"Y"
"63","000","00","0130","001",2334,73.93,823,26.07,40.3,"Y"
"63","000","00","0131","001",1181,77.9,335,22.1,44.58,"Y"
"63","000","00","0132","001",1618,76.76,490,23.24,43.02,"Y"
"63","000","00","0133","001",2301,75.57,744,24.43,42.97,"Y"
"63","000","00","0134","001",934,74.6,318,25.4,41.66,"Y"
"63","000","00","0135","001",1327,76.79,401,23.21,42.02,"Y"
"63","000","00","0000","002",80160,77.52,23245,22.48,42.09,"Y"
"63","000","00","0201","002",1944,81.75,434,18.25,37.74,"Y"
"63","000","00","0202","002",1756,78.82,472,21.18,44.47,"Y"
"63","000","00","0203","002",983,77.4,287,22.6,40.19,"Y"
"63","000","00","0204","002",1222,77.39,357,22.61,39.73,"Y"
"63","000","00","0205","002",1280,79.11,338,20.89,44.17,"Y"
"63","000","00","0206","002",2261,79.75,574,20.25,44.74,"Y"
"63","000","00","0207","002",2039,77.32,598,22.68,44.43,"Y"
"63","000","00","0208","002",2907,77.09,864,22.91,43.6,"Y"
"63","000","00","0209","002",3741,77.05,1114,22.95,42.97,"Y"
"63","000","00","0210","002",1351,76.59,413,23.41,42.35,"Y"
"63","000","00","0211","002",1810,75.45,589,24.55,41.49,"Y"
"63","000","00","0212","002",1344,77.69,386,22.31,41.62,"Y"
"63","000","00","0213","002",1726,76.41,533,23.59,39.18,"Y"
"63","000","00","0214","002",1354,76.8,409,23.2,38.29,"Y"
"63","000","00","0215","002",1619,77.61,467,22.39,41.53,"Y"
"63","000","00","0216","002",2149,75.51,697,24.49,42.79,"Y"
"63","000","00","0217","002",2024,76.12,635,23.88,42.07,"Y"
"63","000","00","0218","002",1903,77.71,546,22.29,43.52,"Y"
"63","000","00","0219","002",1591,80.23,392,19.77,42.2,"Y"
"63","000","00","0220","002",2902,77.78,829,22.22,45.01,"Y"
"63","000","00","0221","002",806,76.69,245,23.31,40.22,"Y"
"63","000","00","0222","002",2465,77.83,702,22.17,42.94,"Y"
"63","000","00","0223","002",1867,76.64,569,23.36,41.97,"Y"
"63","000","00","0224","002",1721,76.56,527,23.44,43.42,"Y"
"63","000","00","0225","002",2605,66.52,1311,33.48,36.89,"Y"
"63","000","00","0226","002",2261,76.88,680,23.12,41.64,"Y"
"63","000","00","0227","002",1547,77.62,446,22.38,42.87,"Y"
"63","000","00","0228","002",1807,78.84,485,21.16,40.73,"Y"
"63","000","00","0229","002",2482,79.12,655,20.88,42.08,"Y"
"63","000","00","0230","002",3484,79.54,896,20.46,44.29,"Y"
"63","000","00","0231","002",1875,79.25,491,20.75,40.57,"Y"
"63","000","00","0232","002",2650,80.65,636,19.35,43.66,"Y"
"63","000","00","0233","002",2805,78.59,764,21.41,40.66,"Y"
"63","000","00","0234","002",1749,76.54,536,23.46,42.66,"Y"
"63","000","00","0235","002",1520,80.3,373,19.7,42.32,"Y"
"63","000","00","0236","002",2689,77.99,759,22.01,43.04,"Y"
"63","000","00","0237","002",1233,75.74,395,24.26,43.38,"Y"
"63","000","00","0238","002",1505,77.06,448,22.94,41.1,"Y"
"63","000","00","0239","002",2540,78.49,696,21.51,40.9,"Y"
"63","000","00","0240","002",1881,79.53,484,20.47,43.64,"Y"
"63","000","00","0241","002",762,78.15,213,21.85,41.17,"Y"
"63","000","00","0000","003",104681,76.42,32294,23.58,41.43,"Y"
"63","000","00","0301","003",2008,76.85,605,23.15,41.42,"Y"
"63","000","00","0302","003",1848,74.4,636,25.6,42.13,"Y"
"63","000","00","0303","003",2496,75.52,809,24.48,43.28,"Y"
"63","000","00","0304","003",2712,75.38,886,24.62,39.91,"Y"
"63","000","00","0305","003",1669,75.45,543,24.55,37.41,"Y"
"63","000","00","0306","003",2279,78.48,625,21.52,44.98,"Y"
"63","000","00","0307","003",2173,72.92,807,27.08,36.29,"Y"
"63","000","00","0308","003",1051,71.55,418,28.45,37.3,"Y"
"63","000","00","0309","003",1326,73.38,481,26.62,36.16,"Y"
"63","000","00","0310","003",2490,75.34,815,24.66,38.26,"Y"
"63","000","00","0311","003",2097,75.59,677,24.41,43.43,"Y"
"63","000","00","0312","003",1654,73.58,594,26.42,40.87,"Y"
"63","000","00","0313","003",1526,74.62,519,25.38,42.44,"Y"
"63","000","00","0314","003",2698,75.64,869,24.36,44.02,"Y"
"63","000","00","0315","003",2244,75.08,745,24.92,33.47,"Y"
"63","000","00","0316","003",2084,75.34,682,24.66,42.67,"Y"
"63","000","00","0317","003",2139,74.3,740,25.7,41.49,"Y"
"63","000","00","0318","003",1260,73.34,458,26.66,40.4,"Y"
"63","000","00","0319","003",1272,76.58,389,23.42,43.19,"Y"
"63","000","00","0320","003",1223,75.68,393,24.32,41.07,"Y"
"63","000","00","0321","003",1974,74.74,667,25.26,42.54,"Y"
"63","000","00","0322","003",2453,76.8,741,23.2,41.64,"Y"
"63","000","00","0323","003",2716,81.81,604,18.19,47.55,"Y"
"63","000","00","0326","003",1276,74.49,437,25.51,41.28,"Y"
"63","000","00","0327","003",1670,76.33,518,23.67,39.62,"Y"
"63","000","00","0328","003",2375,76.39,734,23.61,42.91,"Y"
"63","000","00","0329","003",1787,80.86,423,19.14,39.24,"Y"
"63","000","00","0330","003",1965,77.12,583,22.88,42.14,"Y"
"63","000","00","0331","003",2161,77.37,632,22.63,39.63,"Y"
"63","000","00","0332","003",2100,76.47,646,23.53,43.49,"Y"
"63","000","00","0333","003",1558,79.37,405,20.63,42.88,"Y"
"63","000","00","0334","003",1789,80.33,438,19.67,45.2,"Y"
"63","000","00","0335","003",1602,77.35,469,22.65,41.68,"Y"
"63","000","00","0336","003",2255,81.82,501,18.18,43.79,"Y"
"63","000","00","0337","003",2773,82.02,608,17.98,45.61,"Y"
"63","000","00","0338","003",1417,77.52,411,22.48,42.8,"Y"
