"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",7599267,76.41,2346316,23.59,38.46,"Y"
"63","000","00","0000","000",892660,75.1,295984,24.9,40.06,"Y"
"63","000","00","0000","001",70346,75.46,22879,24.54,41.56,"Y"
"63","000","00","0102","001",2014,80.69,482,19.31,43.22,"Y"
"63","000","00","0103","001",2812,73.04,1038,26.96,41.55,"Y"
"63","000","00","0104","001",2447,74.95,818,25.05,41.13,"Y"
"63","000","00","0105","001",1769,75.18,584,24.82,43.86,"Y"
"63","000","00","0106","001",1879,76.04,592,23.96,42.22,"Y"
"63","000","00","0107","001",1814,75.68,583,24.32,42.39,"Y"
"63","000","00","0108","001",1771,78.47,486,21.53,44.16,"Y"
"63","000","00","0109","001",1626,75.03,541,24.97,43.83,"Y"
"63","000","00","0110","001",1566,74.57,534,25.43,42.6,"Y"
"63","000","00","0111","001",2516,73.42,911,26.58,39.87,"Y"
"63","000","00","0112","001",3807,78.89,1019,21.11,44.9,"Y"
"63","000","00","0113","001",951,70.76,393,29.24,41.6,"Y"
"63","000","00","0114","001",1499,74.43,515,25.57,40.65,"Y"
"63","000","00","0115","001",2221,74.91,744,25.09,42.14,"Y"
"63","000","00","0116","001",3163,72.61,1193,27.39,41.21,"Y"
"63","000","00","0117","001",2469,77.69,709,22.31,43.43,"Y"
"63","000","00","0118","001",2206,71.72,870,28.28,30.95,"Y"
"63","000","00","0119","001",2893,73.35,1051,26.65,38.87,"Y"
"63","000","00","0120","001",2178,79.11,575,20.89,44.95,"Y"
"63","000","00","0121","001",4111,81.84,912,18.16,48.12,"Y"
"63","000","00","0122","001",3101,75.21,1022,24.79,41.88,"Y"
"63","000","00","0124","001",2655,72.8,992,27.2,37.68,"Y"
"63","000","00","0125","001",2383,76.11,748,23.89,42.76,"Y"
"63","000","00","0126","001",3244,77.04,967,22.96,41.57,"Y"
